10 14699 14278 13016 6581 12040 14751 11666 7999 14089 14700
10 2838 4984 1196 6920 1209 5148 2227 1188 4922 929
10 1203 845 1104 14090 1192 11538 6730 12383 14829 1944
10 247 1665 6623 9824 10474 10579 10585 10844 11003 11921
10 13308 13903 13290 11710 9206 11915 11666 12631 12981 8204
10 148 917 937 1152 1903 1910 2057 2391 2539 2753
10 14767 13442 14089 14180 13216 5726 11610 9859 13180 14278
10 15037 5646 11757 1767 7565 5684 14734 5647 10039 2030
10 922 14607 9475 13332 13152 7159 13154 1132 13407 4457
10 615 8928 11618 9772 7262 11992 11947 11923 12055 7372
10 11465 8450 11433 6909 11380 2571 11480 11439 11431 7411
10 15082 15877 15310 15209 15461 12465 14461 16146 4857 15735
10 4345 3737 1047 4171 1090 884 1974 3711 4343 4187
10 14521 2397 9939 4932 8701 8294 1346 4834 17 4548
10 14 5411 12390 10944 477 79 28 2778 746 9578
10 7996 14576 7636 11926 4086 5262 8925 16045 11888 1090
10 11323 11245 2582 16252 12067 11978 6102 12082 5283 11797
10 12799 12954 4962 9545 3202 14239 81 4096 3529 15817
10 2164 2301 3885 4254 4793 5308 5311 9494 12209 13173
10 8884 446 7918 3222 3018 11650 10485 4307 12199 12357
10 13713 13768 13718 13661 14043 13676 13701 13776 13660 13765
10 998 2462 2788 2794 4685 7922 10305 11091 12481 13364
10 977 1811 3775 4477 5044 6221 6266 6669 6670 6671
10 5261 830 5963 9954 8410 11268 2752 864 11270 11269
10 8575 11731 7578 611 735 9616 9264 8962 6215 8121
10 821 1203 2066 5261 8733 9888 11199 12074 12128 12715
10 2049 8181 4592 3699 4080 13937 12536 2715 3231 2749
10 929 7042 8938 9726 1665 3516 10031 1209 8878 1167
10 2534 8426 14607 140 13405 4020 755 12670 2207 10214
10 5550 1839 1822 1828 1834 1841 12574 1840 1836 1825
10 680 1478 1933 2297 2985 2986 4223 7567 13047 14907
10 1348 2901 6936 11942 4464 4462 4493 240 5723 1372
10 7876 11885 1259 10793 5750 1616 9803 11567 140 10562
10 2315 30 447 2352 2283 656 657 137 120 135
10 12254 11866 12186 1700 1931 2383 14102 6574 1712 6416
10 4284 2103 158 663 546 8049 7969 7200 176 80
10 1243 273 409 750 5530 307 2437 175 173 221
10 746 2293 3648 2547 119 265 4998 86 1903 4997
10 3891 4790 4788 2486 4791 2102 681 701 2126 4020
10 9200 5355 6808 453 7270 755 477 286 3223 12056
10 4079 10644 1681 4135 5955 6264 655 10663 380 4331
10 2828 7763 6554 4409 4427 888 9638 7922 3921 4426
10 2378 7969 1482 5291 2462 3435 1784 3388 4343 7154
10 10739 2765 4748 2114 6548 12099 7117 1891 2235 3445
10 1403 12132 8864 2434 1332 4671 12894 9493 6351 10669
10 14553 10605 15071 13436 14391 13874 13943 4421 10087 12423
10 255 3391 10212 2728 4062 11092 1860 10012 2308 8065
10 595 902 790 2453 1409 2198 2515 1487 1331 2120
10 16777 15316 12445 16776 16977 16658 8274 16733 14657 16740
10 12110 4742 6774 10578 1751 7402 7978 4498 4036 1377
10 1353 3472 1383 400 3078 1400 3079 3085 4852 2032
10 1050 2525 490 1028 1866 5588 49 1852 54 9579
10 9332 2690 6906 7823 7822 2566 11463 1115 4174 1157
10 10170 12887 9933 11588 106 3932 6577 11589 3941 8522
10 881 2546 1778 423 5684 2547 906 4847 45 192
10 13301 13439 845 13812 4189 8834 4052 10718 16755 14141
10 6427 9119 8001 10746 1484 11107 3186 10216 521 523
10 12395 8217 6469 13128 6895 6216 5097 4491 1160 1397
10 6307 4234 11119 477 4136 2750 9727 10470 4834 1159
10 15862 15927 15789 15711 15288 15742 16388 15958 3892 11850
10 11219 8670 4773 2290 9403 10543 10541 15098 3414 8569
10 453 524 656 1876 2803 4731 4736 4737 4740 9455
10 426 2900 4484 7414 8028 8360 10857 12173 12933 13008
10 13437 8163 5508 9046 15027 11357 4961 2240 5343 8859
10 15033 15723 11505 12335 15738 14676 16410 14726 12831 11040
10 5769 9358 4079 9026 4446 728 3113 5034 9591 10644
10 7315 4004 7841 1919 9985 405 4671 888 4131 1930
10 7627 10526 6098 3690 8117 8618 6377 3245 8606 2208
10 16653 110 16240 16497 16749 15102 11613 10338 4966 16775
10 11614 8669 6172 684 5284 9166 12400 3169 10316 12418
10 10123 16409 1897 15665 2084 16383 14285 14988 5503 14973
10 8271 3118 12361 13814 9541 12390 5110 14631 13883 12460
10 15090 11266 9419 12477 15093 3148 14305 3169 15391 14625
10 8951 1408 13008 4108 4037 11310 14533 12486 5207 6644
10 16923 16869 16753 13452 15028 14505 13964 15064 15066 16373
10 8740 5872 8089 4370 3668 1046 4581 2992 4916 10199
10 223 7740 7738 4845 2430 888 2201 3810 1041 230
10 2767 2078 8188 639 638 22 7184 3326 14 4709
10 2028 1732 13351 9123 7823 1115 7573 845 3456 837
10 4246 1296 761 1317 11258 4649 5504 2240 250 5475
10 705 8587 6818 1104 802 2485 868 2405 3368 5676
10 855 828 856 853 859 863 862 861 831 858
10 16552 14988 16365 15816 15655 16141 15858 15420 16530 15737
10 11202 2080 9835 2082 5690 6384 6798 2966 746 1995
10 5308 5311 4331 12108 13548 1090 4349 108 9919 2164
10 9103 14823 12842 2794 11186 10430 13491 9966 14177 13443
10 121 381 4931 262 198 1179 303 389 119 109
10 15745 15017 15403 15883 15822 15871 15772 15847 8280 14646
10 280 285 380 567 2800 3981 4585 5780 8698 9759
10 11578 12516 11492 12084 7133 8997 2022 11493 7031 6947
10 217 142 8955 6091 5249 11349 199 4328 143 12047
10 8705 238 3850 3981 7763 443 10433 9613 5398 10032
10 2051 2914 6294 11255 11888 12764 14194 14808 15113 16353
10 9529 1209 1027 10104 5711 6774 7042 10158 1164 1094
10 14275 8091 13783 2394 13278 14998 14731 2562 11412 13899
10 2489 12202 11205 11768 12291 7262 11661 8014 14891 14450
10 12990 9141 6383 6721 6583 10883 753 6138 7398 2533
10 209 428 245 49 54 427 276 425 1871 252
10 1980 3775 604 9682 1755 6868 4122 4703 2034 11132
10 10150 6294 12481 11212 7486 10043 2785 10962 4356 12689
10 1357 7398 3309 4572 1684 39 489 9858 280 477
10 15 8851 10019 2739 5312 6850 1474 6341 10159 4032
10 1091 7752 1919 8812 926 888 3142 8888 8478 11135
10 4838 14682 14854 16528 16599 16645 16651 16757 16761 16793
10 3644 4804 14963 5356 9719 3643 6030 11325 8012 9439
10 746 2470 3132 849 2082 6347 23 9533 2292 1476
10 212 2535 2902 4448 7339 7825 8323 8792 8799 12352
10 5098 15309 15357 10163 9130 4648 13439 14502 767 13871
10 8929 7615 7857 6000 4622 15911 1140 4618 5842 12468
10 6635 883 2738 3001 2737 4420 2472 6317 3261 2712
10 1451 6866 667 9859 11136 715 6652 7963 6694 6868
10 5568 736 1337 686 4291 6159 10766 1849 1876 4520
10 1919 2299 2689 2758 3089 3348 3349 3351 3608 7167
10 8780 647 4849 9423 544 331 7691 10064 739 6884
10 8160 2985 7672 8237 8420 7763 4740 75 7135 7534
10 5033 2339 1421 5006 2540 809 4647 5208 11786 2402
10 3556 896 2448 5761 11675 7101 5690 1722 10672 7111
10 15682 4070 10382 3673 15377 1334 14736 1350 11950 1283
10 1179 10439 8083 4820 934 3336 1206 2351 3532 8947
10 5554 4989 4885 8471 1130 5553 1469 5552 11516 3089
10 2835 4686 3438 13120 14995 15603 10522 3187 5813 10600
10 1738 12151 12180 2623 3053 12129 4441 12174 12158 12147
10 2199 595 788 2837 11375 682 8630 1267 1244 271
10 11761 10765 2549 2552 14611 7734 8995 2008 1898 10271
10 9269 13891 7917 16636 2658 16721 13894 12366 16294 11020
10 3360 1529 908 4198 3198 2288 5050 2436 1596 6528
10 212 2877 2902 4137 4576 5339 6300 7000 7001 8323
10 9991 7631 13193 7085 14244 11229 4703 10907 10760 1032
10 917 4234 7053 8392 9712 10605 12563 12571 13364 14177
10 16096 12997 16564 14445 14453 11515 650 15075 15010 15984
10 5961 9210 988 7324 6443 9761 10709 9763 9329 7606
10 1919 7209 1231 1195 2691 5088 1829 4912 5403 5823
10 3896 4682 2791 5784 7943 11142 3025 6564 251 2901
10 450 572 875 948 1038 1242 2449 2450 2451 2452
10 7379 13505 16907 16962 16758 9608 16317 15743 16829 16969
10 1960 3988 8591 863 12395 9030 11714 7743 821 13009
10 5019 116 3865 25 5287 2826 113 64 1500 4505
10 16914 16664 16034 16789 16349 14726 16870 15661 15773 16424
10 9109 8224 6689 3104 1329 1753 9616 8887 6327 1765
10 1350 4946 6086 9343 8701 709 12923 6231 3221 3636
10 3846 3591 5991 5025 4620 9843 6848 4562 6416 9842
10 7102 2113 6932 7468 3227 1213 5560 7915 2240 1183
10 13678 13655 13663 4130 13667 13782 13755 13649 13696 13669
10 16782 15653 15768 15289 16775 14799 16864 16116 15408 15387
10 1072 5005 8508 12151 9631 7993 1179 5276 8224 7486
10 12880 15101 12575 12811 1177 10466 2227 15111 10923 3245
10 16409 16240 13728 16405 13933 15211 15767 16584 16467 9038
10 5617 5623 27 5634 5625 5630 5633 5624 5627 5631
10 15316 12039 11571 14912 15923 11577 12690 15197 11367 11595
10 6573 4133 1929 4654 4252 4251 4247 2155 1876 4250
10 3873 3399 10148 3801 3387 441 4169 4871 3404 3846
10 6441 7476 12201 6964 226 13344 218 16808 8531 16
10 7680 2742 2053 2007 10758 3132 13267 2715 9045 2056
10 9210 3750 9519 8911 2165 10075 4820 7235 1484 3763
10 1022 220 1602 1122 12976 1005 3495 1209 5086 5869
10 5988 3923 5023 9564 2445 5103 16945 12768 12604 4202
10 125 1131 1130 8504 1361 1150 3089 957 1124 615
10 3154 14067 1568 1704 16251 15362 16065 16097 16256 15349
10 876 2340 9552 899 1403 6919 13979 717 3603 6971
10 7818 10810 845 3495 2203 1663 9392 1009 7877 9953
10 10601 3783 12109 7036 1213 27 4738 9790 8095 4737
10 16614 14280 14666 10599 11164 14667 1283 15794 15809 8212
10 3181 3736 14734 4109 3926 10451 8456 10874 10039 2873
10 54 530 108 813 209 5034 59 152 115 49
10 13115 12205 12625 13364 11218 13492 13482 12985 10505 12469
10 7730 2240 1198 6066 9752 7447 453 1174 3710 9754
10 2085 13012 9243 8309 13280 13238 12800 14342 7629 1680
10 50 1561 4015 3975 13142 12684 14983 12682 10662 13568
10 14 2798 2343 4459 1683 4774 655 2786 6979 4
10 15088 9613 561 14959 8907 14177 3711 132 6544 278
10 7365 227 12976 1632 10621 1590 10249 1542 1698 9138
10 7421 13795 856 2691 2965 2681 10409 2000 838 2680
10 9849 9604 4903 3446 2461 6364 5138 6978 3445 3515
10 5761 2448 7111 7110 5690 3556 7109 1722 896 7101
10 8675 8673 8685 6997 8679 8541 8680 8540 8678 8174
10 14996 12666 16288 15831 6540 3188 13521 16192 8151 16154
10 6528 3332 5606 9678 6432 11036 4557 12015 6715 11696
10 4660 8817 8943 8988 10573 12272 12492 13804 16045 16947
10 2418 3804 4108 1068 1480 3812 9007 4109 36 937
10 16007 16222 15856 12774 16514 15582 15324 15799 16501 14715
10 9100 2766 9012 7630 5408 12646 10924 11686 12794 10952
10 1699 4144 7697 11309 11824 12706 13406 13924 14012 14475
10 5854 6192 2505 1430 6127 5774 8441 86 3352 14809
10 13285 13966 6353 5322 12853 1919 3808 1918 14718 2216
10 9410 10022 9388 7638 10469 10264 8513 7917 10361 12477
10 14409 1556 14383 5913 11315 14019 12523 14863 11046 12441
10 11091 8721 12652 925 1424 10606 9358 125 2816 8236
10 6850 12998 7321 4798 1 169 1561 1528 43 4039
10 16401 7779 2532 16555 5223 16343 16445 15490 15621 11805
10 3431 4731 10327 767 523 1086 7661 1159 552 13185
10 5056 2452 3968 3660 3221 16593 9650 4020 9751 12319
10 3907 7180 3906 946 1993 2743 896 3001 2625 8754
10 7043 9516 2987 6843 13854 9007 13401 9256 7905 13484
10 3414 13059 7813 5182 702 2216 1090 4731 13053 30
10 16845 15537 296 2365 16803 16493 16722 16807 16976 14276
10 14498 7377 3088 5681 14230 1737 5680 12989 13078 15412
10 12339 10524 14834 15144 4933 790 9257 14274 12791 13247
10 16297 10662 10272 11967 4871 3 9793 9228 14288 7255
10 5161 9043 9557 9593 9603 10332 10361 10386 10387 10775
10 7657 13940 1201 4069 12743 10036 8075 1878 328 7751
10 2473 2411 485 7519 1556 3495 9194 8349 9705 8326
10 7353 4824 13263 1483 1179 3347 4069 10832 2178 7938
10 12373 501 11995 6110 14264 369 1088 1873 8278 4047
10 7444 902 6350 9276 3187 900 7430 1898 7509 6439
10 7564 5563 7572 2563 28 11285 2393 10301 6029 2293
10 7392 2055 7300 9272 8281 701 2509 9977 6326 148
10 1014 5877 8415 1773 1215 1192 7005 1180 9734 3319
10 1944 3970 5312 5977 9847 10520 13055 13798 15029 16320
10 15047 16788 16318 4179 8227 7647 10891 15086 14877 16043
10 7790 3753 12133 726 937 725 1723 1173 6694 622
10 16703 6429 11158 12279 15251 12378 12923 13179 2053 10864
10 2553 172 10921 8100 5389 303 12235 5140 8388 5178
10 1175 6334 5460 8370 9621 1104 7792 4820 6408 2240
10 9032 11069 10468 666 1090 1767 5879 9845 7049 5270
10 16954 2078 15109 14988 16154 15847 16120 16397 13841 15508
10 928 14859 12484 736 6579 15707 13525 14758 6230 1815
10 14396 5113 8496 5175 2874 6524 15185 1717 15903 6437
10 15459 13448 14613 3088 16083 14053 15869 14505 8949 8077
10 4440 8408 4423 1476 380 11663 4425 4735 4437 28
10 4020 12244 5355 8759 15922 5120 2350 6255 12474 12156
10 14064 16506 9517 16162 9684 16711 14502 6988 4179 16872
10 10470 14031 2888 3686 10043 13364 2402 2617 14283 3080
10 689 4535 5039 691 670 874 9552 10081 7168 690
10 10998 12432 10125 7904 10283 13886 11197 6357 11148 767
10 447 2051 7894 2358 2829 6630 6347 2914 8237 2350
10 679 2325 226 2842 444 755 2245 2075 2098 2539
10 1149 1181 3723 1769 9084 7040 8937 6515 4050 2895
10 2112 12894 888 1787 13430 3966 1837 8863 7583 4009
10 7037 2689 1006 3643 7036 3608 4344 4346 1167 8986
10 212 2877 2902 4137 4576 5339 6300 7000 7001 8323
10 15749 13204 1568 1521 1588 9773 15352 1557 26 15
10 11576 11624 11538 4970 9006 12523 5643 8268 11800 8399
10 1630 269 7114 7052 31 6949 7634 2826 10133 12575
10 2040 9597 1403 1387 1377 69 6822 7434 7458 7968
10 4258 10404 10797 4654 10660 4252 4256 4262 13978 559
10 381 504 1987 318 1444 4713 154 4952 221 505
10 867 3800 2144 4018 3595 3071 7836 5918 4035 8600
10 14607 16403 15118 16928 14502 15588 10162 1564 16945 16402
10 3741 3776 6294 10954 11964 12190 12191 13943 14150 14226
10 3649 8817 8943 8944 8988 8989 10787 12492 13804 14242
10 14665 2622 15031 11108 9730 14849 4854 1062 12615 1045
10 329 520 1669 5728 6951 8133 8801 11700 13934 14144
10 2 10843 11331 12437 15600 15958 1123 16947 10909 15979
10 2579 2822 3771 4292 5590 7352 7902 9950 10009 10843
10 13667 13712 13703 13778 13757 13670 12830 13749 13717 13651
10 7149 7500 2428 1700 7306 8468 6975 7720 7499 7498
10 7973 14017 15345 648 628 807 14943 15363 12284 13224
10 11701 6262 12662 11793 12491 11688 12168 7904 11630 12562
10 14544 13802 12049 7811 14479 9282 10123 11889 4503 11963
10 5855 12095 8719 1856 8718 1805 10262 8729 6043 8669
10 397 581 582 2882 2885 2886 2887 2888 3670 3944
10 4999 2893 8952 5338 1807 2941 14420 5103 9482 4728
10 1192 3319 2093 1498 4459 2092 1195 2798 9013 8226
10 11374 6964 12244 14733 13195 6754 9444 5937 13485 2534
10 12570 8603 12931 12244 10864 8742 10322 3733 13927 1774
10 2712 8521 12571 5950 7886 4808 6549 5538 3256 8516
10 14177 13364 12190 12842 13326 9103 9966 12840 10605 12563
10 2158 841 13020 11920 15814 13586 5132 14971 338 5943
10 714 5830 5306 12330 15645 11971 6019 515 14396 3045
10 13341 11723 4630 6231 933 359 5267 3673 5949 921
10 16 76 226 882 1036 2469 5110 9939 11058 11098
10 9114 418 10275 5691 50 11264 205 1541 9890 10391
10 6489 10822 1862 626 13200 6867 1665 3059 13308 4108
10 9407 8029 10735 5542 6127 3538 12180 8076 15673 14003
10 6357 6316 8231 9557 10349 5736 6340 5706 9884 6509
10 4138 5163 7331 7788 8634 8641 8648 9280 10118 10493
10 12669 16328 15726 15549 15731 14583 8104 3998 14910 14006
10 5766 135 4584 3660 3468 3473 4776 2727 2853 6393
10 12380 9432 15566 9603 1318 10854 1647 9430 16830 1305
10 10876 10605 12840 14490 12842 11328 9966 2489 12447 13443
10 28 9773 16239 13288 7756 1616 4158 15526 26 3278
10 4483 3281 11571 767 1673 3189 16847 3190 14571 14184
10 1136 7583 4002 2118 7585 3142 4007 1929 211 5158
10 3857 4775 4780 3683 2770 4785 3075 3660 4778 4782
10 917 2378 1149 2372 2006 2445 2472 2749 447 369
10 5701 7379 2922 10196 4199 6649 7684 5985 6434 1494
10 4179 15984 16250 15113 16274 15958 15995 15875 15868 12244
10 15168 1177 4823 9973 9766 6643 4069 10368 10065 9210
10 2489 3428 3522 12419 14022 14362 14672 15152 15640 15801
10 648 9159 9569 4643 8343 2020 2446 876 9200 9372
10 10481 12229 14186 10211 5589 1864 11720 14264 4384 16857
10 2462 5260 2914 1401 14689 7968 2040 12657 5835 1993
10 7279 1689 1175 5828 5945 2182 294 1096 1097 9406
10 15394 14758 16121 14257 14826 14365 15978 14706 15924 14354
10 13699 13691 13682 13770 13707 12830 13650 13782 13679 13685
10 801 1109 8502 1381 988 5152 4479 2235 7531 9626
10 11747 11917 12187 2970 11524 16024 8094 11327 6075 8490
10 1557 5271 15731 3404 4096 16656 16712 15784 6968 8124
10 280 320 598 2787 2983 3115 3638 8110 8698 9546
10 4392 3748 4248 3240 4357 4606 2852 3850 4130 3236
10 128 390 772 4158 5750 6818 9669 13900 15568 15610
10 11238 2485 13839 11883 8875 10756 11237 6675 1714 11519
10 2792 14576 11203 10180 5034 4050 12992 12377 14175 6515
10 4952 505 762 4324 3726 5037 1042 3410 6673 6105
10 3053 4080 14132 8521 7672 2985 10001 7231 13194 4206
10 2914 7211 7215 7445 8952 10247 11921 11959 11960 12263
10 99 4988 2842 4996 1278 4776 2355 3468 1049 4777
10 7258 9406 2113 9592 9716 8753 2211 8947 6334 564
10 7902 1931 4036 10605 15866 6772 5267 14386 1719 11503
10 16296 5161 14501 14883 16025 15926 9228 16449 16618 3367
10 7725 6439 7314 6208 5584 3218 4945 1211 144 2323
10 4354 14135 4352 7262 13258 13534 15071 12689 13814 15715
10 10837 521 13365 8598 15425 3746 9664 11374 5211 9453
10 15358 13268 16219 16012 13903 16294 16045 11781 16318 1761
10 11240 11237 9292 5387 11251 11798 12658 4076 10927 11883
10 4793 247 4448 545 2126 479 1264 549 1230 745
10 12213 9103 9164 5034 9893 13482 8831 13784 8907 23
10 12401 5410 6087 12720 10244 3745 1722 8922 647 9291
10 3039 5550 13385 1141 4880 4242 12574 6346 4060 5549
10 2246 888 1090 4131 11986 4130 7924 7424 2521 3919
10 7584 4653 12064 4840 3860 10369 6417 4518 4961 7629
10 797 12627 9553 9917 8131 955 9110 12011 13936 5582
10 16111 16103 14531 12621 13556 6653 8632 13386 14545 13216
10 6625 12895 75 13029 746 13269 3733 7369 10117 1380
10 8390 10743 15490 8389 5327 12170 14165 9544 7543 15651
10 450 5331 7840 7110 9977 10837 2445 8090 10377 656
10 2170 7651 2178 9291 8319 2179 2215 9124 7354 1203
10 7838 4577 534 951 6505 9374 7437 3130 5781 6466
10 15164 15913 10834 15055 14940 15191 16158 12847 14333 12805
10 13383 5346 15221 3591 11156 7025 3570 10499 8848 441
10 6798 2123 10693 2753 2000 96 5185 13510 3639 75
10 1680 9797 12606 9839 10724 1694 6206 15059 15710 9228
10 14298 4922 7812 13146 7818 12321 333 7157 12312 1456
10 14565 4676 13979 1919 6345 1923 14915 15675 15012 16287
10 3602 4296 7395 2035 3794 11979 9640 11342 7670 7126
10 9611 8136 15256 5058 16065 9194 10251 3596 9878 8326
10 530 483 838 3183 3309 3185 3184 2466 2411 630
10 13142 1619 10957 16386 11701 13727 8366 12287 9324 12233
10 477 2788 2794 3930 11002 11328 12205 13010 14877 15094
10 8880 7891 5734 5963 3838 1442 8765 5723 5686 6674
10 550 1357 3890 6495 7625 530 2227 1200 1942 5312
10 7785 13502 13793 12626 14274 13912 334 14871 14700 10000
10 6612 1429 1391 1412 9373 3968 8928 3008 2774 1434
10 15739 13218 11618 2744 14672 13098 14362 14632 10605 14742
10 9598 15645 14119 16785 12330 10590 12932 3254 13993 13028
10 13605 13827 12080 12665 10811 13531 14437 12029 5966 12801
10 9421 8617 14550 8612 12219 6115 10550 14409 13070 8923
10 9066 13907 11902 8125 15284 8830 6840 12953 13488 14674
10 4929 5538 914 7700 330 4204 6751 2441 2000 2443
10 7374 950 951 6045 12694 2916 5757 9546 7350 11080
10 6826 9513 10876 12279 12469 13113 13218 13534 14574 15386
10 4367 5612 16736 6967 14607 16045 9818 15440 16641 16752
10 3271 5925 3062 6644 1770 4322 6662 5129 1862 5948
10 7763 11567 10351 9111 13099 2097 10515 3981 9001 10813
10 10262 16773 10308 8545 9061 13140 8770 14773 2558 4025
10 15977 16186 14548 13043 13226 15882 16917 5506 14720 13289
10 1937 6617 2216 8458 4020 1100 1345 8036 3196 9757
10 941 6793 4078 2745 5964 2747 2314 1261 5417 11923
10 3896 2546 2626 6393 4896 10194 4780 3671 791 6370
10 276 98 6570 2495 4179 1028 1856 4530 6874 8929
10 3007 4533 10249 12456 12077 2596 6505 8312 11231 8114
10 2676 4622 3870 6135 5842 3332 2946 2144 6477 6056
10 4892 226 1356 17 4650 7537 246 3808 511 4460
10 14108 16244 16388 10852 16237 8195 5141 4335 13053 277
10 14436 15085 2472 15578 15505 12453 9878 15842 15245 14808
10 505 2105 1397 206 7562 150 378 1987 13114 223
10 3838 1180 1459 15323 5313 2388 1113 1009 5309 5963
10 9157 996 4910 2657 12695 12197 8967 16064 8128 13078
10 12573 11567 15185 15382 2629 15324 109 15970 15892 12826
10 3261 2712 5266 3627 3386 843 5264 1432 5263 5265
10 3903 11750 2361 8852 11555 7189 5351 10181 9048 7899
10 4017 3342 4018 3366 2415 8385 4805 5765 6854 6493
10 4958 1442 6647 2246 7520 6314 4581 5332 8588 1937
10 15892 9598 13028 14455 13227 12216 4497 4924 9870 628
10 11762 7466 3414 5515 9613 561 2552 11753 13511 12563
10 10045 1161 10693 8415 1203 2485 837 922 845 1223
10 4841 2489 11203 4773 12330 3782 1020 243 10086 3573
10 43 2529 1569 9195 13217 5088 9571 2048 11910 8134
10 10591 13583 15624 4465 16081 6730 1199 11538 9334 14392
10 7928 3752 7661 4000 8040 4001 7197 814 2863 2290
10 11382 9042 5631 11433 4755 6906 5623 5616 7198 11466
10 655 4137 807 236 3781 5079 5298 9790 14565 14772
10 281 3955 2338 2797 2798 4802 4268 814 4580 655
10 760 5651 6761 9233 7227 1116 7765 3619 4249 4611
10 7868 6063 8745 8790 978 8898 11648 15036 15016 6675
10 6740 335 2794 6088 3175 7898 10672 4684 5905 923
10 8873 11711 6977 3616 10911 9600 5911 10910 6651 13025
10 9211 15423 12504 14954 612 8987 12008 12835 16306 9254
10 10888 12182 750 1987 3410 8177 5992 172 308 379
10 13595 14050 14655 12522 12007 4966 6372 2814 8787 12833
10 666 7622 2762 2776 4283 1668 6958 1208 2777 8712
10 13204 8812 4197 7826 7170 2765 10032 14319 8917 3673
10 9235 9509 1209 7607 6229 10607 1665 9236 9210 11503
10 5444 1537 8889 1398 5344 10354 12332 9683 1538 12526
10 6404 4113 7446 2152 2215 7289 11360 10327 9623 5754
10 7142 417 380 183 4696 3781 392 4473 401 390
10 844 1708 1709 1710 1711 1712 1713 1714 1715 2739
10 1104 12517 2156 9765 7117 11521 2171 2176 7633 1668
10 10668 3786 2262 7457 7210 10548 10664 7636 7706 2509
10 3465 11630 14092 16315 10608 6733 13236 14609 15320 9914
10 2791 2799 2077 2796 770 2793 2790 14116 2798 2795
10 12379 11137 1398 10085 15749 13987 11536 5815 12416 14092
10 1203 10294 4848 1430 3513 8808 1130 9834 14243 9447
10 397 581 582 2882 2885 2886 2887 2888 3670 3944
