INFO:root:10:31:03 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:31:04 Model file not found. Downloading to /home/ubuntu/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:31:19 processing dataset...
INFO:root:10:33:16 Now we are doing BERT classification training on gpu(0)!
INFO:root:10:33:16 training steps=49087
INFO:root:10:33:19 [Epoch 1 Batch 10/12277] loss=1.1177, lr=0.0000000, metrics:accuracy:0.3688
INFO:root:10:35:33 [Epoch 1 Batch 830/12277] loss=0.8253, lr=0.0000034, metrics:accuracy:0.4833
INFO:root:10:35:34 [Epoch 1 Batch 840/12277] loss=0.8737, lr=0.0000034, metrics:accuracy:0.4848
INFO:root:10:35:36 [Epoch 1 Batch 850/12277] loss=0.8483, lr=0.0000035, metrics:accuracy:0.4867
INFO:root:10:35:37 [Epoch 1 Batch 860/12277] loss=0.8930, lr=0.0000035, metrics:accuracy:0.4879
INFO:root:10:35:39 [Epoch 1 Batch 870/12277] loss=0.8513, lr=0.0000035, metrics:accuracy:0.4892
INFO:root:10:35:40 [Epoch 1 Batch 880/12277] loss=0.8607, lr=0.0000036, metrics:accuracy:0.4904
INFO:root:10:35:42 [Epoch 1 Batch 890/12277] loss=0.8115, lr=0.0000036, metrics:accuracy:0.4921
INFO:root:10:35:44 [Epoch 1 Batch 900/12277] loss=0.9206, lr=0.0000037, metrics:accuracy:0.4929
INFO:root:10:35:45 [Epoch 1 Batch 910/12277] loss=0.8618, lr=0.0000037, metrics:accuracy:0.4943
INFO:root:10:35:47 [Epoch 1 Batch 920/12277] loss=0.8235, lr=0.0000037, metrics:accuracy:0.4960
INFO:root:10:35:49 [Epoch 1 Batch 930/12277] loss=0.8538, lr=0.0000038, metrics:accuracy:0.4977
INFO:root:10:35:50 [Epoch 1 Batch 940/12277] loss=0.8755, lr=0.0000038, metrics:accuracy:0.4986
INFO:root:10:35:52 [Epoch 1 Batch 950/12277] loss=0.8497, lr=0.0000039, metrics:accuracy:0.4998
INFO:root:10:35:53 [Epoch 1 Batch 960/12277] loss=0.8886, lr=0.0000039, metrics:accuracy:0.5008
INFO:root:10:35:55 [Epoch 1 Batch 970/12277] loss=0.8615, lr=0.0000039, metrics:accuracy:0.5019
INFO:root:10:35:56 [Epoch 1 Batch 980/12277] loss=0.8830, lr=0.0000040, metrics:accuracy:0.5029
INFO:root:10:35:57 [Epoch 1 Batch 990/12277] loss=0.8006, lr=0.0000040, metrics:accuracy:0.5044
INFO:root:10:35:59 [Epoch 1 Batch 1000/12277] loss=0.8611, lr=0.0000041, metrics:accuracy:0.5056
INFO:root:10:36:01 [Epoch 1 Batch 1010/12277] loss=0.8445, lr=0.0000041, metrics:accuracy:0.5069
INFO:root:10:36:02 [Epoch 1 Batch 1020/12277] loss=0.8458, lr=0.0000042, metrics:accuracy:0.5081
INFO:root:10:36:04 [Epoch 1 Batch 1030/12277] loss=0.7659, lr=0.0000042, metrics:accuracy:0.5100
INFO:root:10:36:05 [Epoch 1 Batch 1040/12277] loss=0.7928, lr=0.0000042, metrics:accuracy:0.5115
INFO:root:10:36:07 [Epoch 1 Batch 1050/12277] loss=0.8439, lr=0.0000043, metrics:accuracy:0.5127
INFO:root:10:36:09 [Epoch 1 Batch 1060/12277] loss=0.7919, lr=0.0000043, metrics:accuracy:0.5140
INFO:root:10:36:10 [Epoch 1 Batch 1070/12277] loss=0.8749, lr=0.0000044, metrics:accuracy:0.5148
INFO:root:10:36:12 [Epoch 1 Batch 1080/12277] loss=0.8502, lr=0.0000044, metrics:accuracy:0.5159
INFO:root:10:36:14 [Epoch 1 Batch 1090/12277] loss=0.8953, lr=0.0000044, metrics:accuracy:0.5166
INFO:root:10:36:16 [Epoch 1 Batch 1100/12277] loss=0.8264, lr=0.0000045, metrics:accuracy:0.5177
INFO:root:10:36:17 [Epoch 1 Batch 1110/12277] loss=0.9152, lr=0.0000045, metrics:accuracy:0.5184
INFO:root:10:36:19 [Epoch 1 Batch 1120/12277] loss=0.7968, lr=0.0000046, metrics:accuracy:0.5195
INFO:root:10:36:21 [Epoch 1 Batch 1130/12277] loss=0.7915, lr=0.0000046, metrics:accuracy:0.5205
INFO:root:10:36:22 [Epoch 1 Batch 1140/12277] loss=0.8566, lr=0.0000046, metrics:accuracy:0.5213
INFO:root:10:36:24 [Epoch 1 Batch 1150/12277] loss=0.8362, lr=0.0000047, metrics:accuracy:0.5225
INFO:root:10:36:25 [Epoch 1 Batch 1160/12277] loss=0.8281, lr=0.0000047, metrics:accuracy:0.5235
INFO:root:10:36:27 [Epoch 1 Batch 1170/12277] loss=0.8302, lr=0.0000048, metrics:accuracy:0.5242
INFO:root:10:36:29 [Epoch 1 Batch 1180/12277] loss=0.8063, lr=0.0000048, metrics:accuracy:0.5253
INFO:root:10:36:30 [Epoch 1 Batch 1190/12277] loss=0.8421, lr=0.0000048, metrics:accuracy:0.5259
INFO:root:10:36:32 [Epoch 1 Batch 1200/12277] loss=0.8008, lr=0.0000049, metrics:accuracy:0.5268
INFO:root:10:36:34 [Epoch 1 Batch 1210/12277] loss=0.8703, lr=0.0000049, metrics:accuracy:0.5276
INFO:root:10:36:35 [Epoch 1 Batch 1220/12277] loss=0.8307, lr=0.0000050, metrics:accuracy:0.5284
INFO:root:10:36:37 [Epoch 1 Batch 1230/12277] loss=0.8217, lr=0.0000050, metrics:accuracy:0.5293
INFO:root:10:36:38 [Epoch 1 Batch 1240/12277] loss=0.8435, lr=0.0000050, metrics:accuracy:0.5302
INFO:root:10:36:40 [Epoch 1 Batch 1250/12277] loss=0.8614, lr=0.0000051, metrics:accuracy:0.5309
INFO:root:10:36:42 [Epoch 1 Batch 1260/12277] loss=0.7704, lr=0.0000051, metrics:accuracy:0.5318
INFO:root:10:36:44 [Epoch 1 Batch 1270/12277] loss=0.8400, lr=0.0000052, metrics:accuracy:0.5326
INFO:root:10:36:45 [Epoch 1 Batch 1280/12277] loss=0.7880, lr=0.0000052, metrics:accuracy:0.5334
INFO:root:10:36:47 [Epoch 1 Batch 1290/12277] loss=0.8443, lr=0.0000053, metrics:accuracy:0.5343
INFO:root:10:36:49 [Epoch 1 Batch 1300/12277] loss=0.8055, lr=0.0000053, metrics:accuracy:0.5352
INFO:root:10:36:50 [Epoch 1 Batch 1310/12277] loss=0.7738, lr=0.0000053, metrics:accuracy:0.5362
INFO:root:10:36:52 [Epoch 1 Batch 1320/12277] loss=0.8071, lr=0.0000054, metrics:accuracy:0.5369
INFO:root:10:36:54 [Epoch 1 Batch 1330/12277] loss=0.8097, lr=0.0000054, metrics:accuracy:0.5377
INFO:root:10:36:56 [Epoch 1 Batch 1340/12277] loss=0.8114, lr=0.0000055, metrics:accuracy:0.5385
INFO:root:10:36:57 [Epoch 1 Batch 1350/12277] loss=0.7839, lr=0.0000055, metrics:accuracy:0.5393
INFO:root:10:36:59 [Epoch 1 Batch 1360/12277] loss=0.8315, lr=0.0000055, metrics:accuracy:0.5398
INFO:root:10:37:01 [Epoch 1 Batch 1370/12277] loss=0.7952, lr=0.0000056, metrics:accuracy:0.5409
INFO:root:10:37:02 [Epoch 1 Batch 1380/12277] loss=0.7237, lr=0.0000056, metrics:accuracy:0.5419
INFO:root:10:37:04 [Epoch 1 Batch 1390/12277] loss=0.7850, lr=0.0000057, metrics:accuracy:0.5428
INFO:root:10:37:06 [Epoch 1 Batch 1400/12277] loss=0.8244, lr=0.0000057, metrics:accuracy:0.5436
INFO:root:10:37:08 [Epoch 1 Batch 1410/12277] loss=0.7371, lr=0.0000057, metrics:accuracy:0.5444
INFO:root:10:37:09 [Epoch 1 Batch 1420/12277] loss=0.7574, lr=0.0000058, metrics:accuracy:0.5454
INFO:root:10:37:11 [Epoch 1 Batch 1430/12277] loss=0.7459, lr=0.0000058, metrics:accuracy:0.5463
INFO:root:10:37:13 [Epoch 1 Batch 1440/12277] loss=0.7821, lr=0.0000059, metrics:accuracy:0.5472
INFO:root:10:37:14 [Epoch 1 Batch 1450/12277] loss=0.7743, lr=0.0000059, metrics:accuracy:0.5479
INFO:root:10:37:15 [Epoch 1 Batch 1460/12277] loss=0.7489, lr=0.0000059, metrics:accuracy:0.5487
INFO:root:10:37:17 [Epoch 1 Batch 1470/12277] loss=0.7779, lr=0.0000060, metrics:accuracy:0.5495
INFO:root:10:37:19 [Epoch 1 Batch 1480/12277] loss=0.8124, lr=0.0000060, metrics:accuracy:0.5500
INFO:root:10:37:20 [Epoch 1 Batch 1490/12277] loss=0.7797, lr=0.0000061, metrics:accuracy:0.5508
INFO:root:10:37:22 [Epoch 1 Batch 1500/12277] loss=0.7601, lr=0.0000061, metrics:accuracy:0.5516
INFO:root:10:37:23 [Epoch 1 Batch 1510/12277] loss=0.7622, lr=0.0000061, metrics:accuracy:0.5525
INFO:root:10:37:25 [Epoch 1 Batch 1520/12277] loss=0.7522, lr=0.0000062, metrics:accuracy:0.5533
INFO:root:10:37:27 [Epoch 1 Batch 1530/12277] loss=0.7345, lr=0.0000062, metrics:accuracy:0.5542
INFO:root:10:37:28 [Epoch 1 Batch 1540/12277] loss=0.7665, lr=0.0000063, metrics:accuracy:0.5551
INFO:root:10:37:30 [Epoch 1 Batch 1550/12277] loss=0.7123, lr=0.0000063, metrics:accuracy:0.5561
INFO:root:10:37:32 [Epoch 1 Batch 1560/12277] loss=0.7656, lr=0.0000064, metrics:accuracy:0.5568
INFO:root:10:37:33 [Epoch 1 Batch 1570/12277] loss=0.7324, lr=0.0000064, metrics:accuracy:0.5576
INFO:root:10:37:35 [Epoch 1 Batch 1580/12277] loss=0.7983, lr=0.0000064, metrics:accuracy:0.5584
INFO:root:10:37:37 [Epoch 1 Batch 1590/12277] loss=0.8104, lr=0.0000065, metrics:accuracy:0.5591
INFO:root:10:37:38 [Epoch 1 Batch 1600/12277] loss=0.7240, lr=0.0000065, metrics:accuracy:0.5597
INFO:root:10:37:40 [Epoch 1 Batch 1610/12277] loss=0.7678, lr=0.0000066, metrics:accuracy:0.5603
INFO:root:10:37:42 [Epoch 1 Batch 1620/12277] loss=0.7987, lr=0.0000066, metrics:accuracy:0.5607
INFO:root:10:37:43 [Epoch 1 Batch 1630/12277] loss=0.8101, lr=0.0000066, metrics:accuracy:0.5613
INFO:root:10:37:45 [Epoch 1 Batch 1640/12277] loss=0.7575, lr=0.0000067, metrics:accuracy:0.5620
INFO:root:10:37:47 [Epoch 1 Batch 1650/12277] loss=0.7930, lr=0.0000067, metrics:accuracy:0.5625
INFO:root:10:37:49 [Epoch 1 Batch 1660/12277] loss=0.8010, lr=0.0000068, metrics:accuracy:0.5630
INFO:root:10:37:51 [Epoch 1 Batch 1670/12277] loss=0.7944, lr=0.0000068, metrics:accuracy:0.5635
INFO:root:10:37:52 [Epoch 1 Batch 1680/12277] loss=0.7874, lr=0.0000068, metrics:accuracy:0.5642
INFO:root:10:37:54 [Epoch 1 Batch 1690/12277] loss=0.7901, lr=0.0000069, metrics:accuracy:0.5649
INFO:root:10:37:56 [Epoch 1 Batch 1700/12277] loss=0.8086, lr=0.0000069, metrics:accuracy:0.5654
INFO:root:10:37:57 [Epoch 1 Batch 1710/12277] loss=0.7566, lr=0.0000070, metrics:accuracy:0.5661
INFO:root:10:37:59 [Epoch 1 Batch 1720/12277] loss=0.7162, lr=0.0000070, metrics:accuracy:0.5669
INFO:root:10:38:00 [Epoch 1 Batch 1730/12277] loss=0.6781, lr=0.0000070, metrics:accuracy:0.5677
INFO:root:10:38:02 [Epoch 1 Batch 1740/12277] loss=0.8182, lr=0.0000071, metrics:accuracy:0.5681
INFO:root:10:38:04 [Epoch 1 Batch 1750/12277] loss=0.7148, lr=0.0000071, metrics:accuracy:0.5687
INFO:root:10:38:05 [Epoch 1 Batch 1760/12277] loss=0.7869, lr=0.0000072, metrics:accuracy:0.5692
INFO:root:10:38:07 [Epoch 1 Batch 1770/12277] loss=0.8092, lr=0.0000072, metrics:accuracy:0.5696
INFO:root:10:38:09 [Epoch 1 Batch 1780/12277] loss=0.7701, lr=0.0000072, metrics:accuracy:0.5702
INFO:root:10:38:11 [Epoch 1 Batch 1790/12277] loss=0.8209, lr=0.0000073, metrics:accuracy:0.5703
INFO:root:10:38:12 [Epoch 1 Batch 1800/12277] loss=0.7848, lr=0.0000073, metrics:accuracy:0.5709
INFO:root:10:38:14 [Epoch 1 Batch 1810/12277] loss=0.7603, lr=0.0000074, metrics:accuracy:0.5714
INFO:root:10:38:16 [Epoch 1 Batch 1820/12277] loss=0.7671, lr=0.0000074, metrics:accuracy:0.5720
INFO:root:10:38:17 [Epoch 1 Batch 1830/12277] loss=0.8298, lr=0.0000075, metrics:accuracy:0.5724
INFO:root:10:38:19 [Epoch 1 Batch 1840/12277] loss=0.7766, lr=0.0000075, metrics:accuracy:0.5728
INFO:root:10:38:21 [Epoch 1 Batch 1850/12277] loss=0.7125, lr=0.0000075, metrics:accuracy:0.5734
INFO:root:10:38:22 [Epoch 1 Batch 1860/12277] loss=0.8482, lr=0.0000076, metrics:accuracy:0.5737
INFO:root:10:38:24 [Epoch 1 Batch 1870/12277] loss=0.7776, lr=0.0000076, metrics:accuracy:0.5742
INFO:root:10:38:25 [Epoch 1 Batch 1880/12277] loss=0.7725, lr=0.0000077, metrics:accuracy:0.5747
INFO:root:10:38:27 [Epoch 1 Batch 1890/12277] loss=0.7402, lr=0.0000077, metrics:accuracy:0.5752
INFO:root:10:38:29 [Epoch 1 Batch 1900/12277] loss=0.7450, lr=0.0000077, metrics:accuracy:0.5757
INFO:root:10:38:31 [Epoch 1 Batch 1910/12277] loss=0.7247, lr=0.0000078, metrics:accuracy:0.5762
INFO:root:10:38:32 [Epoch 1 Batch 1920/12277] loss=0.8429, lr=0.0000078, metrics:accuracy:0.5766
INFO:root:10:38:34 [Epoch 1 Batch 1930/12277] loss=0.7337, lr=0.0000079, metrics:accuracy:0.5773
INFO:root:10:38:36 [Epoch 1 Batch 1940/12277] loss=0.7935, lr=0.0000079, metrics:accuracy:0.5778
INFO:root:10:38:37 [Epoch 1 Batch 1950/12277] loss=0.6402, lr=0.0000079, metrics:accuracy:0.5787
INFO:root:10:38:39 [Epoch 1 Batch 1960/12277] loss=0.7730, lr=0.0000080, metrics:accuracy:0.5792
INFO:root:10:38:41 [Epoch 1 Batch 1970/12277] loss=0.7606, lr=0.0000080, metrics:accuracy:0.5798
INFO:root:10:38:42 [Epoch 1 Batch 1980/12277] loss=0.7149, lr=0.0000081, metrics:accuracy:0.5804
INFO:root:10:38:44 [Epoch 1 Batch 1990/12277] loss=0.7457, lr=0.0000081, metrics:accuracy:0.5809
INFO:root:10:38:46 [Epoch 1 Batch 2000/12277] loss=0.7793, lr=0.0000081, metrics:accuracy:0.5813
INFO:root:10:38:48 [Epoch 1 Batch 2010/12277] loss=0.7537, lr=0.0000082, metrics:accuracy:0.5817
INFO:root:10:38:49 [Epoch 1 Batch 2020/12277] loss=0.7450, lr=0.0000082, metrics:accuracy:0.5823
INFO:root:10:38:51 [Epoch 1 Batch 2030/12277] loss=0.7682, lr=0.0000083, metrics:accuracy:0.5827
INFO:root:10:38:53 [Epoch 1 Batch 2040/12277] loss=0.6917, lr=0.0000083, metrics:accuracy:0.5833
INFO:root:10:38:54 [Epoch 1 Batch 2050/12277] loss=0.7080, lr=0.0000083, metrics:accuracy:0.5840
INFO:root:10:38:56 [Epoch 1 Batch 2060/12277] loss=0.7472, lr=0.0000084, metrics:accuracy:0.5844
INFO:root:10:38:58 [Epoch 1 Batch 2070/12277] loss=0.7271, lr=0.0000084, metrics:accuracy:0.5850
INFO:root:10:38:59 [Epoch 1 Batch 2080/12277] loss=0.7220, lr=0.0000085, metrics:accuracy:0.5855
INFO:root:10:39:01 [Epoch 1 Batch 2090/12277] loss=0.7727, lr=0.0000085, metrics:accuracy:0.5858
INFO:root:10:39:02 [Epoch 1 Batch 2100/12277] loss=0.8194, lr=0.0000086, metrics:accuracy:0.5861
INFO:root:10:39:04 [Epoch 1 Batch 2110/12277] loss=0.6449, lr=0.0000086, metrics:accuracy:0.5869
INFO:root:10:39:06 [Epoch 1 Batch 2120/12277] loss=0.7120, lr=0.0000086, metrics:accuracy:0.5874
INFO:root:10:39:07 [Epoch 1 Batch 2130/12277] loss=0.6953, lr=0.0000087, metrics:accuracy:0.5880
INFO:root:10:39:09 [Epoch 1 Batch 2140/12277] loss=0.6696, lr=0.0000087, metrics:accuracy:0.5886
INFO:root:10:39:11 [Epoch 1 Batch 2150/12277] loss=0.6868, lr=0.0000088, metrics:accuracy:0.5891
INFO:root:10:39:12 [Epoch 1 Batch 2160/12277] loss=0.7472, lr=0.0000088, metrics:accuracy:0.5894
INFO:root:10:39:14 [Epoch 1 Batch 2170/12277] loss=0.7215, lr=0.0000088, metrics:accuracy:0.5901
INFO:root:10:39:16 [Epoch 1 Batch 2180/12277] loss=0.7955, lr=0.0000089, metrics:accuracy:0.5905
