('21.3200 %', 'train_loss:', '0.8739120671153069', ' train_acc:', 0.855, 'time:', 11.890928983688354)
('71.9867 %', 'train_loss:', '0.34637200709432364', ' train_acc:', 0.8953125, 'time:', 11.84891414642334)
('74.6533 %', 'train_loss:', '0.3531562000140548', ' train_acc:', 0.8909375, 'time:', 11.801062107086182)
('77.3200 %', 'train_loss:', '0.3612641117721796', ' train_acc:', 0.8925, 'time:', 11.68762993812561)
('79.9867 %', 'train_loss:', '0.3351491167023778', ' train_acc:', 0.9003125, 'time:', 11.721176147460938)
('82.6533 %', 'train_loss:', '0.33155270088464023', ' train_acc:', 0.90625, 'time:', 11.621007919311523)
('85.3200 %', 'train_loss:', '0.33714658483862875', ' train_acc:', 0.8959375, 'time:', 11.682528972625732)
('87.9867 %', 'train_loss:', '0.3178441733494401', ' train_acc:', 0.9084375, 'time:', 11.64155888557434)
('90.6533 %', 'train_loss:', '0.34106818482279777', ' train_acc:', 0.896875, 'time:', 11.636430978775024)
('93.3200 %', 'train_loss:', '0.3149420638009906', ' train_acc:', 0.9053125, 'time:', 11.729167938232422)
('95.9867 %', 'train_loss:', '0.34326479557901624', ' train_acc:', 0.8953125, 'time:', 11.617671966552734)
('98.6533 %', 'train_loss:', '0.328029796667397', ' train_acc:', 0.899375, 'time:', 11.520042181015015)
('epoch 1 done', 'acc = 0.9016,loss = 0.3211')
('1.3200 %', 'train_loss:', '0.2988273896090686', ' train_acc:', 0.91125, 'time:', 29.38276982307434)
('3.9867 %', 'train_loss:', '0.2905812672153115', ' train_acc:', 0.91625, 'time:', 12.051268100738525)
('6.6533 %', 'train_loss:', '0.27871070183813573', ' train_acc:', 0.919375, 'time:', 11.817009925842285)
('9.3200 %', 'train_loss:', '0.28744825642555955', ' train_acc:', 0.915, 'time:', 11.804283857345581)
('11.9867 %', 'train_loss:', '0.2733262945152819', ' train_acc:', 0.9196875, 'time:', 11.700634956359863)
('14.6533 %', 'train_loss:', '0.265513656437397', ' train_acc:', 0.921875, 'time:', 11.77865195274353)
('17.3200 %', 'train_loss:', '0.2834774496778846', ' train_acc:', 0.906875, 'time:', 11.709556102752686)
('19.9867 %', 'train_loss:', '0.2644249198026955', ' train_acc:', 0.9203125, 'time:', 11.747721195220947)
('22.6533 %', 'train_loss:', '0.2607426377944648', ' train_acc:', 0.9184375, 'time:', 11.64868712425232)
('25.3200 %', 'train_loss:', '0.26261847488582135', ' train_acc:', 0.92125, 'time:', 11.713578939437866)
('27.9867 %', 'train_loss:', '0.26429856434464455', ' train_acc:', 0.915, 'time:', 11.51116681098938)
('30.6533 %', 'train_loss:', '0.2558404664695263', ' train_acc:', 0.921875, 'time:', 11.677329778671265)
('33.3200 %', 'train_loss:', '0.2805616366304457', ' train_acc:', 0.91, 'time:', 11.735553979873657)
('35.9867 %', 'train_loss:', '0.2453983384743333', ' train_acc:', 0.925625, 'time:', 11.717814922332764)
('38.6533 %', 'train_loss:', '0.25290227273479104', ' train_acc:', 0.9184375, 'time:', 12.014974117279053)
('41.3200 %', 'train_loss:', '0.25545926166698335', ' train_acc:', 0.9140625, 'time:', 11.737786054611206)
('43.9867 %', 'train_loss:', '0.2480245753377676', ' train_acc:', 0.9275, 'time:', 11.846802949905396)
('46.6533 %', 'train_loss:', '0.24055182709358633', ' train_acc:', 0.9265625, 'time:', 11.618310928344727)
('49.3200 %', 'train_loss:', '0.24152648543938995', ' train_acc:', 0.9275, 'time:', 11.795797109603882)
('51.9867 %', 'train_loss:', '0.23702023854479193', ' train_acc:', 0.93125, 'time:', 11.806753158569336)
('54.6533 %', 'train_loss:', '0.24626819001510739', ' train_acc:', 0.92, 'time:', 11.941002130508423)
('57.3200 %', 'train_loss:', '0.2269486740604043', ' train_acc:', 0.9296875, 'time:', 11.708150863647461)
('59.9867 %', 'train_loss:', '0.23767162205651401', ' train_acc:', 0.9259375, 'time:', 12.213820934295654)
('62.6533 %', 'train_loss:', '0.24595108093693852', ' train_acc:', 0.9171875, 'time:', 12.28904104232788)
('65.3200 %', 'train_loss:', '0.24555632549338044', ' train_acc:', 0.9209375, 'time:', 12.586220979690552)
('67.9867 %', 'train_loss:', '0.24806960370391606', ' train_acc:', 0.920625, 'time:', 12.174527168273926)
('70.6533 %', 'train_loss:', '0.24184954978525638', ' train_acc:', 0.9240625, 'time:', 11.613753080368042)
('73.3200 %', 'train_loss:', '0.2491905197594315', ' train_acc:', 0.9215625, 'time:', 11.540591955184937)
('75.9867 %', 'train_loss:', '0.2359408704843372', ' train_acc:', 0.92125, 'time:', 11.455329895019531)
('78.6533 %', 'train_loss:', '0.22644199296832085', ' train_acc:', 0.929375, 'time:', 12.026672840118408)
('81.3200 %', 'train_loss:', '0.24692426025867462', ' train_acc:', 0.9234375, 'time:', 11.836775064468384)
('83.9867 %', 'train_loss:', '0.20986030442640186', ' train_acc:', 0.93625, 'time:', 11.709939002990723)
('86.6533 %', 'train_loss:', '0.23288888823240994', ' train_acc:', 0.9259375, 'time:', 12.348398923873901)
('89.3200 %', 'train_loss:', '0.22459568962454796', ' train_acc:', 0.9296875, 'time:', 11.706226110458374)
('91.9867 %', 'train_loss:', '0.22511893907561897', ' train_acc:', 0.9303125, 'time:', 11.440724849700928)
('94.6533 %', 'train_loss:', '0.25327793285250666', ' train_acc:', 0.918125, 'time:', 11.710767984390259)
('97.3200 %', 'train_loss:', '0.22044172728434205', ' train_acc:', 0.9240625, 'time:', 11.644650936126709)
('99.9867 %', 'train_loss:', '0.24520208324305715', ' train_acc:', 0.916875, 'time:', 11.610872983932495)
('epoch 2 done', 'acc = 0.9168,loss = 0.2626')
('2.6533 %', 'train_loss:', '0.20085723684169351', ' train_acc:', 0.9409375, 'time:', 29.340939044952393)
('5.3200 %', 'train_loss:', '0.18841887639835478', ' train_acc:', 0.9415625, 'time:', 12.066752195358276)
('7.9867 %', 'train_loss:', '0.201031543482095', ' train_acc:', 0.938125, 'time:', 11.970385074615479)
('10.6533 %', 'train_loss:', '0.19450549678876997', ' train_acc:', 0.940625, 'time:', 12.030634880065918)
('13.3200 %', 'train_loss:', '0.18919341495260597', ' train_acc:', 0.9371875, 'time:', 11.924787044525146)
('15.9867 %', 'train_loss:', '0.20176789943128826', ' train_acc:', 0.9365625, 'time:', 12.095078945159912)
('18.6533 %', 'train_loss:', '0.1862179432157427', ' train_acc:', 0.941875, 'time:', 11.786947965621948)
('21.3200 %', 'train_loss:', '0.20185459075495601', ' train_acc:', 0.938125, 'time:', 11.831005096435547)
('23.9867 %', 'train_loss:', '0.19334942838177085', ' train_acc:', 0.9371875, 'time:', 11.663106203079224)
('26.6533 %', 'train_loss:', '0.1824980525439605', ' train_acc:', 0.9471875, 'time:', 11.929992914199829)
('29.3200 %', 'train_loss:', '0.1845875301444903', ' train_acc:', 0.943125, 'time:', 11.986042022705078)
('31.9867 %', 'train_loss:', '0.1927662179991603', ' train_acc:', 0.940625, 'time:', 11.591305017471313)
('34.6533 %', 'train_loss:', '0.17562707396224142', ' train_acc:', 0.9459375, 'time:', 11.649785995483398)
('37.3200 %', 'train_loss:', '0.18111690025776625', ' train_acc:', 0.941875, 'time:', 11.617013931274414)
('39.9867 %', 'train_loss:', '0.19700257536023855', ' train_acc:', 0.9403125, 'time:', 11.70769476890564)
('42.6533 %', 'train_loss:', '0.17994427808560431', ' train_acc:', 0.9440625, 'time:', 11.631603956222534)
('45.3200 %', 'train_loss:', '0.19087241098750382', ' train_acc:', 0.938125, 'time:', 11.504189014434814)
('47.9867 %', 'train_loss:', '0.17525437184609471', ' train_acc:', 0.9415625, 'time:', 11.435802936553955)
('50.6533 %', 'train_loss:', '0.18374816870316862', ' train_acc:', 0.9428125, 'time:', 11.612158060073853)
('53.3200 %', 'train_loss:', '0.19111478743143379', ' train_acc:', 0.9390625, 'time:', 11.570410013198853)
('55.9867 %', 'train_loss:', '0.17847681378014385', ' train_acc:', 0.945, 'time:', 11.274175882339478)
('58.6533 %', 'train_loss:', '0.1749435410834849', ' train_acc:', 0.9425, 'time:', 11.535804033279419)
('61.3200 %', 'train_loss:', '0.1838087231386453', ' train_acc:', 0.9371875, 'time:', 11.59126091003418)
('63.9867 %', 'train_loss:', '0.18200752893462777', ' train_acc:', 0.940625, 'time:', 11.5381338596344)
('66.6533 %', 'train_loss:', '0.18481291726231575', ' train_acc:', 0.9396875, 'time:', 11.680966854095459)
('69.3200 %', 'train_loss:', '0.18507991876918822', ' train_acc:', 0.9434375, 'time:', 11.418247938156128)
('71.9867 %', 'train_loss:', '0.1833262771414593', ' train_acc:', 0.9428125, 'time:', 11.702411890029907)
('74.6533 %', 'train_loss:', '0.17805222356691958', ' train_acc:', 0.94625, 'time:', 11.66482400894165)
('77.3200 %', 'train_loss:', '0.1787179535254836', ' train_acc:', 0.9459375, 'time:', 11.533488988876343)
('79.9867 %', 'train_loss:', '0.1712770624132827', ' train_acc:', 0.9475, 'time:', 11.614346981048584)
('82.6533 %', 'train_loss:', '0.18747262963093816', ' train_acc:', 0.936875, 'time:', 11.395851135253906)
('85.3200 %', 'train_loss:', '0.17707697639241815', ' train_acc:', 0.9415625, 'time:', 11.312539100646973)
('87.9867 %', 'train_loss:', '0.1882094701938331', ' train_acc:', 0.9396875, 'time:', 11.549129962921143)
('90.6533 %', 'train_loss:', '0.15993070947937668', ' train_acc:', 0.9471875, 'time:', 11.524417161941528)
('93.3200 %', 'train_loss:', '0.1762222990905866', ' train_acc:', 0.9446875, 'time:', 11.554644107818604)
('95.9867 %', 'train_loss:', '0.18020118199288845', ' train_acc:', 0.9425, 'time:', 11.525434970855713)
('98.6533 %', 'train_loss:', '0.20514799935743214', ' train_acc:', 0.935, 'time:', 11.516036987304688)
('epoch 3 done', 'acc = 0.9247,loss = 0.2405')
('1.3200 %', 'train_loss:', '0.1778951673442498', ' train_acc:', 0.945625, 'time:', 29.353686094284058)
('3.9867 %', 'train_loss:', '0.14844701223657467', ' train_acc:', 0.9559375, 'time:', 12.47876787185669)
('6.6533 %', 'train_loss:', '0.14929433164186776', ' train_acc:', 0.9559375, 'time:', 11.857418060302734)
('9.3200 %', 'train_loss:', '0.14937103451229633', ' train_acc:', 0.9559375, 'time:', 11.812782049179077)
('11.9867 %', 'train_loss:', '0.1482142394920811', ' train_acc:', 0.955, 'time:', 11.842442035675049)
('14.6533 %', 'train_loss:', '0.1554722208622843', ' train_acc:', 0.94875, 'time:', 12.035983085632324)
('17.3200 %', 'train_loss:', '0.15595279076136648', ' train_acc:', 0.9484375, 'time:', 12.488111972808838)
('19.9867 %', 'train_loss:', '0.14049981338670478', ' train_acc:', 0.9596875, 'time:', 11.854850053787231)
('22.6533 %', 'train_loss:', '0.14570566137321295', ' train_acc:', 0.95375, 'time:', 11.89261794090271)
('25.3200 %', 'train_loss:', '0.12793251984752715', ' train_acc:', 0.95875, 'time:', 11.657129049301147)
('27.9867 %', 'train_loss:', '0.15232326454017311', ' train_acc:', 0.951875, 'time:', 11.783756017684937)
('30.6533 %', 'train_loss:', '0.13270134276011958', ' train_acc:', 0.9565625, 'time:', 11.88333797454834)
('33.3200 %', 'train_loss:', '0.13697758253198117', ' train_acc:', 0.9578125, 'time:', 11.70936393737793)
('35.9867 %', 'train_loss:', '0.1507065320480615', ' train_acc:', 0.955625, 'time:', 11.572335004806519)
('38.6533 %', 'train_loss:', '0.14510574663057924', ' train_acc:', 0.9571875, 'time:', 11.922269105911255)
('41.3200 %', 'train_loss:', '0.1316098554385826', ' train_acc:', 0.9603125, 'time:', 11.57296085357666)
('43.9867 %', 'train_loss:', '0.1528033356741071', ' train_acc:', 0.94875, 'time:', 11.405942916870117)
('46.6533 %', 'train_loss:', '0.1366212906362489', ' train_acc:', 0.955, 'time:', 11.547438859939575)
('49.3200 %', 'train_loss:', '0.14502606726717204', ' train_acc:', 0.9571875, 'time:', 11.571088075637817)
('51.9867 %', 'train_loss:', '0.14645090516656636', ' train_acc:', 0.9534375, 'time:', 11.636343002319336)
('54.6533 %', 'train_loss:', '0.13949491122737526', ' train_acc:', 0.95375, 'time:', 11.347584009170532)
('57.3200 %', 'train_loss:', '0.137037383064162', ' train_acc:', 0.959375, 'time:', 11.604840993881226)
('59.9867 %', 'train_loss:', '0.1365226138336584', ' train_acc:', 0.9521875, 'time:', 11.502280950546265)
('62.6533 %', 'train_loss:', '0.1352705591893755', ' train_acc:', 0.9571875, 'time:', 11.558336973190308)
('65.3200 %', 'train_loss:', '0.15155708708334714', ' train_acc:', 0.949375, 'time:', 11.75482988357544)
('67.9867 %', 'train_loss:', '0.13570834716781974', ' train_acc:', 0.954375, 'time:', 11.472661018371582)
('70.6533 %', 'train_loss:', '0.13067744059488176', ' train_acc:', 0.9575, 'time:', 11.533437967300415)
('73.3200 %', 'train_loss:', '0.14377730724867432', ' train_acc:', 0.9528125, 'time:', 11.611155033111572)
('75.9867 %', 'train_loss:', '0.1489501501992345', ' train_acc:', 0.9475, 'time:', 11.465166091918945)
('78.6533 %', 'train_loss:', '0.15702176400925963', ' train_acc:', 0.94875, 'time:', 11.452610969543457)
('81.3200 %', 'train_loss:', '0.13438528149621562', ' train_acc:', 0.959375, 'time:', 11.330639839172363)
('83.9867 %', 'train_loss:', '0.15583659489173443', ' train_acc:', 0.9515625, 'time:', 11.44805097579956)
('86.6533 %', 'train_loss:', '0.13375540326349436', ' train_acc:', 0.956875, 'time:', 11.58347201347351)
('89.3200 %', 'train_loss:', '0.13761090309824794', ' train_acc:', 0.9621875, 'time:', 11.656399965286255)
('91.9867 %', 'train_loss:', '0.12276545900851488', ' train_acc:', 0.9625, 'time:', 11.542809963226318)
('94.6533 %', 'train_loss:', '0.14017421531956642', ' train_acc:', 0.9565625, 'time:', 11.561612129211426)
('97.3200 %', 'train_loss:', '0.1371523777488619', ' train_acc:', 0.9553125, 'time:', 11.560297012329102)
('99.9867 %', 'train_loss:', '0.1514200720866211', ' train_acc:', 0.9534375, 'time:', 11.630852937698364)
('epoch 4 done', 'acc = 0.9253,loss = 0.2294')
('2.6533 %', 'train_loss:', '0.10912404542323202', ' train_acc:', 0.96625, 'time:', 30.00068998336792)
('5.3200 %', 'train_loss:', '0.11512762090744218', ' train_acc:', 0.9646875, 'time:', 12.219669103622437)
('7.9867 %', 'train_loss:', '0.10938201668905094', ' train_acc:', 0.966875, 'time:', 11.999029159545898)
('10.6533 %', 'train_loss:', '0.10116904620546847', ' train_acc:', 0.97, 'time:', 12.30822205543518)
('13.3200 %', 'train_loss:', '0.11424512970843352', ' train_acc:', 0.9665625, 'time:', 12.013996124267578)
('15.9867 %', 'train_loss:', '0.11487023965688423', ' train_acc:', 0.964375, 'time:', 11.978764772415161)
('18.6533 %', 'train_loss:', '0.10564859436854021', ' train_acc:', 0.9634375, 'time:', 12.375269174575806)
('21.3200 %', 'train_loss:', '0.10740622317185626', ' train_acc:', 0.968125, 'time:', 11.930061101913452)
('23.9867 %', 'train_loss:', '0.10375588971655816', ' train_acc:', 0.9696875, 'time:', 11.875172853469849)
('26.6533 %', 'train_loss:', '0.12128327168291435', ' train_acc:', 0.96, 'time:', 11.747297048568726)
('29.3200 %', 'train_loss:', '0.1169501558621414', ' train_acc:', 0.96375, 'time:', 11.880862951278687)
('31.9867 %', 'train_loss:', '0.10861868617124855', ' train_acc:', 0.969375, 'time:', 11.790361166000366)
('34.6533 %', 'train_loss:', '0.10440384106943384', ' train_acc:', 0.9675, 'time:', 11.66974687576294)
('37.3200 %', 'train_loss:', '0.1174103266815655', ' train_acc:', 0.965, 'time:', 11.703821897506714)
('39.9867 %', 'train_loss:', '0.12022740053711459', ' train_acc:', 0.9628125, 'time:', 11.836740016937256)
('42.6533 %', 'train_loss:', '0.1299920264002867', ' train_acc:', 0.96125, 'time:', 11.912616968154907)
('45.3200 %', 'train_loss:', '0.10750941590871661', ' train_acc:', 0.9665625, 'time:', 11.70200800895691)
('47.9867 %', 'train_loss:', '0.11398370998445899', ' train_acc:', 0.9646875, 'time:', 11.615197896957397)
('50.6533 %', 'train_loss:', '0.10103479778161273', ' train_acc:', 0.9675, 'time:', 11.614550113677979)
('53.3200 %', 'train_loss:', '0.10234810467576608', ' train_acc:', 0.9684375, 'time:', 11.733988046646118)
('55.9867 %', 'train_loss:', '0.10716576334089041', ' train_acc:', 0.9659375, 'time:', 11.60247015953064)
('58.6533 %', 'train_loss:', '0.1016804239526391', ' train_acc:', 0.9703125, 'time:', 11.444818019866943)
('61.3200 %', 'train_loss:', '0.09685291385278105', ' train_acc:', 0.971875, 'time:', 11.5157630443573)
('63.9867 %', 'train_loss:', '0.11439029845874757', ' train_acc:', 0.9659375, 'time:', 11.874578952789307)
('66.6533 %', 'train_loss:', '0.11026172272861004', ' train_acc:', 0.9659375, 'time:', 11.529404878616333)
('69.3200 %', 'train_loss:', '0.12571813731919973', ' train_acc:', 0.9575, 'time:', 11.919517040252686)
('71.9867 %', 'train_loss:', '0.10107811500085517', ' train_acc:', 0.9684375, 'time:', 11.73832392692566)
('74.6533 %', 'train_loss:', '0.11492302004946396', ' train_acc:', 0.964375, 'time:', 11.706691026687622)
('77.3200 %', 'train_loss:', '0.11574909426737577', ' train_acc:', 0.963125, 'time:', 11.545405149459839)
('79.9867 %', 'train_loss:', '0.10094558429671452', ' train_acc:', 0.9678125, 'time:', 11.784043073654175)
('82.6533 %', 'train_loss:', '0.10924405687022955', ' train_acc:', 0.965, 'time:', 11.660584926605225)
('85.3200 %', 'train_loss:', '0.11121615348616615', ' train_acc:', 0.965, 'time:', 11.906458854675293)
('87.9867 %', 'train_loss:', '0.10232251048786566', ' train_acc:', 0.9665625, 'time:', 11.690593004226685)
('90.6533 %', 'train_loss:', '0.11147930524777622', ' train_acc:', 0.9653125, 'time:', 11.526206016540527)
('93.3200 %', 'train_loss:', '0.1124706585914828', ' train_acc:', 0.9646875, 'time:', 11.586384057998657)
('95.9867 %', 'train_loss:', '0.09389790749875829', ' train_acc:', 0.9665625, 'time:', 11.648853063583374)
('98.6533 %', 'train_loss:', '0.11168555830605328', ' train_acc:', 0.9653125, 'time:', 11.467360973358154)
('epoch 5 done', 'acc = 0.9284,loss = 0.2247')
('1.3200 %', 'train_loss:', '0.08109101257054135', ' train_acc:', 0.9775, 'time:', 29.155966997146606)
('3.9867 %', 'train_loss:', '0.09063226068392397', ' train_acc:', 0.9709375, 'time:', 12.063581943511963)
('6.6533 %', 'train_loss:', '0.07702965902630239', ' train_acc:', 0.9803125, 'time:', 12.027079105377197)
('9.3200 %', 'train_loss:', '0.07697990418411792', ' train_acc:', 0.97875, 'time:', 11.597094058990479)
('11.9867 %', 'train_loss:', '0.07248831626959146', ' train_acc:', 0.979375, 'time:', 11.769124031066895)
('14.6533 %', 'train_loss:', '0.09204581729369238', ' train_acc:', 0.973125, 'time:', 11.580667972564697)
('17.3200 %', 'train_loss:', '0.08194392856908962', ' train_acc:', 0.9725, 'time:', 11.733953952789307)
('19.9867 %', 'train_loss:', '0.07973916675662622', ' train_acc:', 0.9759375, 'time:', 11.746520042419434)
('22.6533 %', 'train_loss:', '0.0862256872979924', ' train_acc:', 0.9759375, 'time:', 11.604060888290405)
('25.3200 %', 'train_loss:', '0.07754983812570572', ' train_acc:', 0.97875, 'time:', 11.7762131690979)
('27.9867 %', 'train_loss:', '0.08236382939328905', ' train_acc:', 0.9765625, 'time:', 11.49443507194519)
('30.6533 %', 'train_loss:', '0.08309108906192705', ' train_acc:', 0.97375, 'time:', 11.359067916870117)
('33.3200 %', 'train_loss:', '0.07407325118198059', ' train_acc:', 0.9790625, 'time:', 11.503482103347778)
('35.9867 %', 'train_loss:', '0.08296286559780128', ' train_acc:', 0.9734375, 'time:', 11.502010107040405)
('38.6533 %', 'train_loss:', '0.08758458947064356', ' train_acc:', 0.9734375, 'time:', 11.617815971374512)
('41.3200 %', 'train_loss:', '0.0768330171710113', ' train_acc:', 0.9753125, 'time:', 11.483206033706665)
('43.9867 %', 'train_loss:', '0.07645089762983844', ' train_acc:', 0.9790625, 'time:', 11.522337913513184)
('46.6533 %', 'train_loss:', '0.08006565435323865', ' train_acc:', 0.9784375, 'time:', 11.449119091033936)
('49.3200 %', 'train_loss:', '0.08759489735588431', ' train_acc:', 0.9715625, 'time:', 11.742452144622803)
('51.9867 %', 'train_loss:', '0.08022056994843296', ' train_acc:', 0.975, 'time:', 11.626145124435425)
('54.6533 %', 'train_loss:', '0.09006205002777279', ' train_acc:', 0.9746875, 'time:', 11.531661033630371)
('57.3200 %', 'train_loss:', '0.08876824710750952', ' train_acc:', 0.9725, 'time:', 11.5154550075531)
('59.9867 %', 'train_loss:', '0.08098090251442044', ' train_acc:', 0.97375, 'time:', 11.579180002212524)
('62.6533 %', 'train_loss:', '0.07929281788121444', ' train_acc:', 0.9734375, 'time:', 11.493793964385986)
('65.3200 %', 'train_loss:', '0.08258911137119868', ' train_acc:', 0.975, 'time:', 12.064360857009888)
('67.9867 %', 'train_loss:', '0.08172298866440542', ' train_acc:', 0.9734375, 'time:', 11.428683042526245)
('70.6533 %', 'train_loss:', '0.07808217971702107', ' train_acc:', 0.97375, 'time:', 11.859688997268677)
('73.3200 %', 'train_loss:', '0.08074617676436902', ' train_acc:', 0.9728125, 'time:', 12.142799139022827)
('75.9867 %', 'train_loss:', '0.07454135559266434', ' train_acc:', 0.9771875, 'time:', 12.405563116073608)
('78.6533 %', 'train_loss:', '0.08468171914690174', ' train_acc:', 0.9765625, 'time:', 12.620898008346558)
('81.3200 %', 'train_loss:', '0.08798088243696839', ' train_acc:', 0.9759375, 'time:', 12.02377200126648)
('83.9867 %', 'train_loss:', '0.09125185781216714', ' train_acc:', 0.970625, 'time:', 11.48442792892456)
('86.6533 %', 'train_loss:', '0.08881723167840391', ' train_acc:', 0.97125, 'time:', 11.583472967147827)
('89.3200 %', 'train_loss:', '0.08740723537979647', ' train_acc:', 0.9715625, 'time:', 11.509174823760986)
('91.9867 %', 'train_loss:', '0.09043751613702625', ' train_acc:', 0.97, 'time:', 11.695611000061035)
('94.6533 %', 'train_loss:', '0.07453091130242682', ' train_acc:', 0.9796875, 'time:', 11.531307935714722)
('97.3200 %', 'train_loss:', '0.08341124342754483', ' train_acc:', 0.9734375, 'time:', 11.552157878875732)
('99.9867 %', 'train_loss:', '0.08792800657683983', ' train_acc:', 0.97, 'time:', 11.56785798072815)
('epoch 6 done', 'acc = 0.9296,loss = 0.2276')
('2.6533 %', 'train_loss:', '0.06585010323207825', ' train_acc:', 0.9821875, 'time:', 29.910799026489258)
('5.3200 %', 'train_loss:', '0.06287084347219206', ' train_acc:', 0.985, 'time:', 12.42203688621521)
('7.9867 %', 'train_loss:', '0.05387595782056451', ' train_acc:', 0.9865625, 'time:', 12.069676160812378)
('10.6533 %', 'train_loss:', '0.05693856158934068', ' train_acc:', 0.9828125, 'time:', 11.86716890335083)
('13.3200 %', 'train_loss:', '0.05338171970564872', ' train_acc:', 0.985, 'time:', 12.047215938568115)
('15.9867 %', 'train_loss:', '0.054766853248002005', ' train_acc:', 0.9846875, 'time:', 11.756299018859863)
('18.6533 %', 'train_loss:', '0.05971496800950263', ' train_acc:', 0.9834375, 'time:', 11.922202110290527)
('21.3200 %', 'train_loss:', '0.05326435117982328', ' train_acc:', 0.985, 'time:', 11.851616859436035)
('23.9867 %', 'train_loss:', '0.06308056338340975', ' train_acc:', 0.9796875, 'time:', 11.789478063583374)
('26.6533 %', 'train_loss:', '0.061622873991727826', ' train_acc:', 0.981875, 'time:', 12.134119987487793)
('29.3200 %', 'train_loss:', '0.0644090690324083', ' train_acc:', 0.9821875, 'time:', 11.960660219192505)
('31.9867 %', 'train_loss:', '0.06352488027419895', ' train_acc:', 0.981875, 'time:', 11.876757860183716)
('34.6533 %', 'train_loss:', '0.061349121843231845', ' train_acc:', 0.9834375, 'time:', 11.915410041809082)
('37.3200 %', 'train_loss:', '0.0592755675004446', ' train_acc:', 0.98375, 'time:', 11.719082117080688)
('39.9867 %', 'train_loss:', '0.06187502158223651', ' train_acc:', 0.98125, 'time:', 11.881807088851929)
('42.6533 %', 'train_loss:', '0.06273043937049806', ' train_acc:', 0.9815625, 'time:', 12.047646045684814)
('45.3200 %', 'train_loss:', '0.06045442817383446', ' train_acc:', 0.980625, 'time:', 11.829164028167725)
('47.9867 %', 'train_loss:', '0.06292919639730826', ' train_acc:', 0.980625, 'time:', 11.802772045135498)
('50.6533 %', 'train_loss:', '0.06003996124723926', ' train_acc:', 0.9821875, 'time:', 11.783033847808838)
('53.3200 %', 'train_loss:', '0.06373979437397793', ' train_acc:', 0.98125, 'time:', 11.838051795959473)
('55.9867 %', 'train_loss:', '0.052438048875192184', ' train_acc:', 0.9846875, 'time:', 12.108556032180786)
('58.6533 %', 'train_loss:', '0.06152539760456421', ' train_acc:', 0.9825, 'time:', 11.948760032653809)
('61.3200 %', 'train_loss:', '0.06077759965322912', ' train_acc:', 0.98375, 'time:', 11.725197076797485)
('63.9867 %', 'train_loss:', '0.051480562906945124', ' train_acc:', 0.9840625, 'time:', 11.83617901802063)
('66.6533 %', 'train_loss:', '0.058483382895647085', ' train_acc:', 0.981875, 'time:', 12.13265585899353)
('69.3200 %', 'train_loss:', '0.06864833709900267', ' train_acc:', 0.9796875, 'time:', 11.834129810333252)
('71.9867 %', 'train_loss:', '0.07046033979451749', ' train_acc:', 0.9765625, 'time:', 11.792813062667847)
('74.6533 %', 'train_loss:', '0.06332847631303594', ' train_acc:', 0.9809375, 'time:', 11.72805905342102)
('77.3200 %', 'train_loss:', '0.0535192394600017', ' train_acc:', 0.9834375, 'time:', 11.760143041610718)
('79.9867 %', 'train_loss:', '0.0628343764692545', ' train_acc:', 0.9803125, 'time:', 12.100122928619385)
