nohup: ignoring input
Loading data...
Loading train...
read 1 lines
read 10001 lines
read 20001 lines
read 30001 lines
read 40001 lines
read 50001 lines
read 60001 lines
read 70001 lines
read 80001 lines
read 90001 lines
read 100001 lines
read 110001 lines
read 120001 lines
read 130001 lines
read 140001 lines
read 150001 lines
read 160001 lines
read 170001 lines
read 180001 lines
read 190001 lines
read 200001 lines
read 210001 lines
read 220001 lines
read 230001 lines
read 240001 lines
read 250001 lines
read 260001 lines
read 270001 lines
read 280001 lines
read 290001 lines
read 300001 lines
read 310001 lines
read 320001 lines
read 330001 lines
read 340001 lines
read 350001 lines
read 360001 lines
read 370001 lines
read 380001 lines
read 390001 lines
read 400001 lines
read 410001 lines
read 420001 lines
read 430001 lines
read 440001 lines
read 450001 lines
read 460001 lines
read 470001 lines
read 480001 lines
read 490001 lines
read 500001 lines
read 510001 lines
read 520001 lines
read 530001 lines
read 540001 lines
read 550001 lines
Loading test...
read 1 lines
read 10001 lines
read 20001 lines
read 30001 lines
read 40001 lines
read 50001 lines
read 60001 lines
(gpu(0), 'dbpedia')
('0.5686 %', 'train_loss:', '2.6343586540222166', ' train_acc:', 0.530625, 'time:', 17.654328107833862)
('53.1400 %', 'train_loss:', '0.05891160058607056', ' train_acc:', 0.9875, 'time:', 17.04747200012207)
('53.7114 %', 'train_loss:', '0.0776350689883111', ' train_acc:', 0.983125, 'time:', 16.977229118347168)
('54.2829 %', 'train_loss:', '0.0803517060977174', ' train_acc:', 0.9859375, 'time:', 16.88970184326172)
('54.8543 %', 'train_loss:', '0.06911291555385106', ' train_acc:', 0.9875, 'time:', 16.981531858444214)
('55.4257 %', 'train_loss:', '0.08149928053840995', ' train_acc:', 0.9821875, 'time:', 16.93912982940674)
('55.9971 %', 'train_loss:', '0.08210749593679793', ' train_acc:', 0.9790625, 'time:', 16.934380054473877)
('56.5686 %', 'train_loss:', '0.07136873692506925', ' train_acc:', 0.9840625, 'time:', 16.795396089553833)
('57.1400 %', 'train_loss:', '0.09807352080533746', ' train_acc:', 0.979375, 'time:', 16.777052879333496)
('57.7114 %', 'train_loss:', '0.0840603557130089', ' train_acc:', 0.9796875, 'time:', 16.775290966033936)
('58.2829 %', 'train_loss:', '0.07695828156836797', ' train_acc:', 0.98125, 'time:', 16.86825704574585)
('58.8543 %', 'train_loss:', '0.07934405107953353', ' train_acc:', 0.98125, 'time:', 17.0236759185791)
('59.4257 %', 'train_loss:', '0.07018164374836487', ' train_acc:', 0.980625, 'time:', 16.71735119819641)
('59.9971 %', 'train_loss:', '0.07937731723068282', ' train_acc:', 0.97875, 'time:', 16.942034006118774)
('60.5686 %', 'train_loss:', '0.057381733770744174', ' train_acc:', 0.988125, 'time:', 16.54763388633728)
('61.1400 %', 'train_loss:', '0.08542564683477394', ' train_acc:', 0.9765625, 'time:', 16.949928998947144)
('61.7114 %', 'train_loss:', '0.07132826675253455', ' train_acc:', 0.983125, 'time:', 17.000564098358154)
('62.2829 %', 'train_loss:', '0.0683147622703109', ' train_acc:', 0.9834375, 'time:', 17.091050148010254)
('62.8543 %', 'train_loss:', '0.07654649996198713', ' train_acc:', 0.9840625, 'time:', 16.919041872024536)
('63.4257 %', 'train_loss:', '0.08291090964048635', ' train_acc:', 0.9815625, 'time:', 17.008358001708984)
('63.9971 %', 'train_loss:', '0.09408095622362453', ' train_acc:', 0.98125, 'time:', 16.63736391067505)
('64.5686 %', 'train_loss:', '0.06850054625523626', ' train_acc:', 0.9834375, 'time:', 16.689998865127563)
('65.1400 %', 'train_loss:', '0.06413963210230576', ' train_acc:', 0.983125, 'time:', 16.73009419441223)
('65.7114 %', 'train_loss:', '0.05926964985934319', ' train_acc:', 0.9825, 'time:', 17.03285789489746)
('66.2829 %', 'train_loss:', '0.08111604496778455', ' train_acc:', 0.9803125, 'time:', 16.810041189193726)
('66.8543 %', 'train_loss:', '0.07807426221872447', ' train_acc:', 0.9815625, 'time:', 16.888551950454712)
('67.4257 %', 'train_loss:', '0.06913263363356237', ' train_acc:', 0.9803125, 'time:', 16.792337894439697)
('67.9971 %', 'train_loss:', '0.07441536762526084', ' train_acc:', 0.9834375, 'time:', 16.66328191757202)
('68.5686 %', 'train_loss:', '0.07790448258892865', ' train_acc:', 0.9809375, 'time:', 16.690953016281128)
('69.1400 %', 'train_loss:', '0.06517929145862582', ' train_acc:', 0.9846875, 'time:', 16.94963502883911)
('69.7114 %', 'train_loss:', '0.06767916279182827', ' train_acc:', 0.9825, 'time:', 17.132734060287476)
('70.2829 %', 'train_loss:', '0.061975454465427904', ' train_acc:', 0.9840625, 'time:', 16.757426977157593)
('70.8543 %', 'train_loss:', '0.08256508207894513', ' train_acc:', 0.97875, 'time:', 17.06979990005493)
('71.4257 %', 'train_loss:', '0.0815354875772755', ' train_acc:', 0.98125, 'time:', 16.66694688796997)
('71.9971 %', 'train_loss:', '0.06586927916607238', ' train_acc:', 0.9846875, 'time:', 17.113480806350708)
('72.5686 %', 'train_loss:', '0.05850930105021689', ' train_acc:', 0.9871875, 'time:', 16.728039979934692)
('73.1400 %', 'train_loss:', '0.06736899699099012', ' train_acc:', 0.985, 'time:', 16.75953197479248)
('73.7114 %', 'train_loss:', '0.054841556860483254', ' train_acc:', 0.985, 'time:', 16.890126943588257)
('74.2829 %', 'train_loss:', '0.06151259835198289', ' train_acc:', 0.9840625, 'time:', 16.72523021697998)
('74.8543 %', 'train_loss:', '0.057485312481730944', ' train_acc:', 0.984375, 'time:', 17.2100670337677)
('75.4257 %', 'train_loss:', '0.06762248275612365', ' train_acc:', 0.98375, 'time:', 16.61495590209961)
('75.9971 %', 'train_loss:', '0.08006726982013788', ' train_acc:', 0.98, 'time:', 16.760930061340332)
('76.5686 %', 'train_loss:', '0.071277459787525', ' train_acc:', 0.9815625, 'time:', 16.6510009765625)
('77.1400 %', 'train_loss:', '0.06747506434534443', ' train_acc:', 0.9840625, 'time:', 16.823668003082275)
('77.7114 %', 'train_loss:', '0.06746913965122076', ' train_acc:', 0.983125, 'time:', 16.96323800086975)
('78.2829 %', 'train_loss:', '0.06560634900801234', ' train_acc:', 0.9865625, 'time:', 16.815945148468018)
('78.8543 %', 'train_loss:', '0.0645693350120564', ' train_acc:', 0.9821875, 'time:', 16.41498899459839)
('79.4257 %', 'train_loss:', '0.06081246643378108', ' train_acc:', 0.985, 'time:', 16.998038053512573)
('79.9971 %', 'train_loss:', '0.06071025677199941', ' train_acc:', 0.9865625, 'time:', 16.93271493911743)
('80.5686 %', 'train_loss:', '0.06257022478479485', ' train_acc:', 0.985625, 'time:', 16.612497091293335)
('81.1400 %', 'train_loss:', '0.062081247618989435', ' train_acc:', 0.9853125, 'time:', 16.70370101928711)
('81.7114 %', 'train_loss:', '0.05673418283840874', ' train_acc:', 0.9871875, 'time:', 16.98433804512024)
('82.2829 %', 'train_loss:', '0.07175703337372397', ' train_acc:', 0.9846875, 'time:', 16.741177082061768)
('82.8543 %', 'train_loss:', '0.053252955403295346', ' train_acc:', 0.986875, 'time:', 16.630172967910767)
('83.4257 %', 'train_loss:', '0.07513227965828265', ' train_acc:', 0.9790625, 'time:', 16.75893783569336)
('83.9971 %', 'train_loss:', '0.07206358243449358', ' train_acc:', 0.9815625, 'time:', 16.726073026657104)
('84.5686 %', 'train_loss:', '0.06726595971093047', ' train_acc:', 0.9825, 'time:', 16.648601055145264)
('85.1400 %', 'train_loss:', '0.06468799418245907', ' train_acc:', 0.9828125, 'time:', 16.62937903404236)
('85.7114 %', 'train_loss:', '0.06437204823378125', ' train_acc:', 0.9859375, 'time:', 16.85466504096985)
('86.2829 %', 'train_loss:', '0.06587092664078227', ' train_acc:', 0.9828125, 'time:', 16.58572006225586)
('86.8543 %', 'train_loss:', '0.07492353909703525', ' train_acc:', 0.983125, 'time:', 16.878976821899414)
('87.4257 %', 'train_loss:', '0.06985173585795565', ' train_acc:', 0.9825, 'time:', 17.09430694580078)
('87.9971 %', 'train_loss:', '0.08183894720092212', ' train_acc:', 0.9809375, 'time:', 17.083406925201416)
('88.5686 %', 'train_loss:', '0.07423381586195318', ' train_acc:', 0.9796875, 'time:', 16.66804003715515)
('89.1400 %', 'train_loss:', '0.07727504803799093', ' train_acc:', 0.98125, 'time:', 16.683843851089478)
('89.7114 %', 'train_loss:', '0.05230645471921889', ' train_acc:', 0.9853125, 'time:', 16.679245948791504)
('90.2829 %', 'train_loss:', '0.05562227059690485', ' train_acc:', 0.98625, 'time:', 16.769173860549927)
('90.8543 %', 'train_loss:', '0.07160986431088531', ' train_acc:', 0.98, 'time:', 16.881820917129517)
('91.4257 %', 'train_loss:', '0.0552103109563177', ' train_acc:', 0.9865625, 'time:', 16.79021906852722)
('91.9971 %', 'train_loss:', '0.05929839959775563', ' train_acc:', 0.9865625, 'time:', 16.978700876235962)
('92.5686 %', 'train_loss:', '0.06316904501647513', ' train_acc:', 0.98875, 'time:', 16.576025009155273)
('93.1400 %', 'train_loss:', '0.04730145027999242', ' train_acc:', 0.9875, 'time:', 16.69218397140503)
('93.7114 %', 'train_loss:', '0.057907432796710054', ' train_acc:', 0.985625, 'time:', 16.878145933151245)
('94.2829 %', 'train_loss:', '0.06708434456832038', ' train_acc:', 0.985, 'time:', 16.70857000350952)
('94.8543 %', 'train_loss:', '0.060548297238419764', ' train_acc:', 0.981875, 'time:', 16.81836700439453)
('95.4257 %', 'train_loss:', '0.07789838614538894', ' train_acc:', 0.9803125, 'time:', 16.94554305076599)
('95.9971 %', 'train_loss:', '0.0635818735157227', ' train_acc:', 0.9834375, 'time:', 16.722114086151123)
('96.5686 %', 'train_loss:', '0.05402042693538533', ' train_acc:', 0.985625, 'time:', 16.906920909881592)
('97.1400 %', 'train_loss:', '0.05204970231105108', ' train_acc:', 0.9853125, 'time:', 16.777026176452637)
('97.7114 %', 'train_loss:', '0.06381410386886273', ' train_acc:', 0.985, 'time:', 16.926998138427734)
('98.2829 %', 'train_loss:', '0.057566683189543257', ' train_acc:', 0.9871875, 'time:', 17.02158498764038)
('98.8543 %', 'train_loss:', '0.08257188023715571', ' train_acc:', 0.98375, 'time:', 17.20705008506775)
('99.4257 %', 'train_loss:', '0.07035390458026086', ' train_acc:', 0.9825, 'time:', 16.880725860595703)
('99.9971 %', 'train_loss:', '0.07343474282446551', ' train_acc:', 0.984375, 'time:', 16.755885124206543)
('epoch 1 done', 'acc = 0.9850,loss = 0.0610')
('0.5686 %', 'train_loss:', '0.053965762385923884', ' train_acc:', 0.9871875, 'time:', 170.97423315048218)
('1.1400 %', 'train_loss:', '0.061443219646844224', ' train_acc:', 0.984375, 'time:', 16.84833002090454)
('1.7114 %', 'train_loss:', '0.047276016674441056', ' train_acc:', 0.9896875, 'time:', 16.91859006881714)
('2.2829 %', 'train_loss:', '0.04346937316615367', ' train_acc:', 0.9903125, 'time:', 16.505345106124878)
('2.8543 %', 'train_loss:', '0.0501195266888135', ' train_acc:', 0.989375, 'time:', 16.774899005889893)
('3.4257 %', 'train_loss:', '0.049078073582495566', ' train_acc:', 0.9878125, 'time:', 16.931838035583496)
('3.9971 %', 'train_loss:', '0.05550925260591612', ' train_acc:', 0.9859375, 'time:', 16.811814069747925)
('4.5686 %', 'train_loss:', '0.051273730594257355', ' train_acc:', 0.9878125, 'time:', 17.05949902534485)
('5.1400 %', 'train_loss:', '0.04876566832273966', ' train_acc:', 0.9878125, 'time:', 16.90313982963562)
('5.7114 %', 'train_loss:', '0.036120435488701336', ' train_acc:', 0.9934375, 'time:', 16.732722997665405)
('6.2829 %', 'train_loss:', '0.042933216803903634', ' train_acc:', 0.9903125, 'time:', 16.832457065582275)
('6.8543 %', 'train_loss:', '0.0419729463357362', ' train_acc:', 0.98875, 'time:', 16.630749940872192)
('7.4257 %', 'train_loss:', '0.05180925873391971', ' train_acc:', 0.9875, 'time:', 16.843492031097412)
('7.9971 %', 'train_loss:', '0.05241000536050706', ' train_acc:', 0.98875, 'time:', 17.107653856277466)
('8.5686 %', 'train_loss:', '0.05409122950029996', ' train_acc:', 0.9875, 'time:', 16.86526083946228)
('9.1400 %', 'train_loss:', '0.05147039356743335', ' train_acc:', 0.98875, 'time:', 16.92200517654419)
('9.7114 %', 'train_loss:', '0.05415519400399717', ' train_acc:', 0.989375, 'time:', 16.98898720741272)
('10.2829 %', 'train_loss:', '0.05599238099064678', ' train_acc:', 0.9884375, 'time:', 16.801784992218018)
('10.8543 %', 'train_loss:', '0.049752522626222345', ' train_acc:', 0.9865625, 'time:', 16.668879985809326)
('11.4257 %', 'train_loss:', '0.04098300077974273', ' train_acc:', 0.988125, 'time:', 16.697484016418457)
('11.9971 %', 'train_loss:', '0.047409049419184154', ' train_acc:', 0.9884375, 'time:', 16.842907905578613)
('12.5686 %', 'train_loss:', '0.044836499587254365', ' train_acc:', 0.9903125, 'time:', 16.679092168807983)
('13.1400 %', 'train_loss:', '0.048987309487565654', ' train_acc:', 0.98625, 'time:', 16.695378065109253)
('13.7114 %', 'train_loss:', '0.03849589446803293', ' train_acc:', 0.9903125, 'time:', 16.879246950149536)
('14.2829 %', 'train_loss:', '0.05428076521950061', ' train_acc:', 0.986875, 'time:', 16.79422616958618)
('14.8543 %', 'train_loss:', '0.05314420834380144', ' train_acc:', 0.9875, 'time:', 16.827147006988525)
('15.4257 %', 'train_loss:', '0.039781436167904756', ' train_acc:', 0.990625, 'time:', 17.059457063674927)
('15.9971 %', 'train_loss:', '0.04220923645407311', ' train_acc:', 0.9890625, 'time:', 16.65149188041687)
('16.5686 %', 'train_loss:', '0.05336858209469938', ' train_acc:', 0.9875, 'time:', 17.11355495452881)
('17.1400 %', 'train_loss:', '0.041031974975630874', ' train_acc:', 0.99, 'time:', 16.600797176361084)
('17.7114 %', 'train_loss:', '0.06086776232186821', ' train_acc:', 0.9871875, 'time:', 16.70955491065979)
('18.2829 %', 'train_loss:', '0.04869967938080663', ' train_acc:', 0.9884375, 'time:', 16.847581148147583)
('18.8543 %', 'train_loss:', '0.048395837234547795', ' train_acc:', 0.99125, 'time:', 17.052934885025024)
('19.4257 %', 'train_loss:', '0.041701177328177436', ' train_acc:', 0.9909375, 'time:', 16.964358806610107)
('19.9971 %', 'train_loss:', '0.03585991516843933', ' train_acc:', 0.9909375, 'time:', 16.817564964294434)
('20.5686 %', 'train_loss:', '0.04562819213559124', ' train_acc:', 0.9925, 'time:', 16.96432590484619)
('21.1400 %', 'train_loss:', '0.04973260889884841', ' train_acc:', 0.988125, 'time:', 16.817718029022217)
('21.7114 %', 'train_loss:', '0.03623356818632601', ' train_acc:', 0.990625, 'time:', 16.63719391822815)
('22.2829 %', 'train_loss:', '0.049548926828065304', ' train_acc:', 0.986875, 'time:', 16.902634859085083)
('22.8543 %', 'train_loss:', '0.0587187916880066', ' train_acc:', 0.98625, 'time:', 16.69410490989685)
('23.4257 %', 'train_loss:', '0.07042054489298608', ' train_acc:', 0.9825, 'time:', 16.889069080352783)
('23.9971 %', 'train_loss:', '0.03908464220519818', ' train_acc:', 0.99, 'time:', 16.996459007263184)
('24.5686 %', 'train_loss:', '0.036660622037888974', ' train_acc:', 0.9909375, 'time:', 17.090471982955933)
('25.1400 %', 'train_loss:', '0.044476190752866386', ' train_acc:', 0.9890625, 'time:', 16.80747413635254)
('25.7114 %', 'train_loss:', '0.04542275095609512', ' train_acc:', 0.990625, 'time:', 16.95884609222412)
('26.2829 %', 'train_loss:', '0.0459110102627892', ' train_acc:', 0.9890625, 'time:', 17.19008207321167)
('26.8543 %', 'train_loss:', '0.052405999766779135', ' train_acc:', 0.986875, 'time:', 17.15401291847229)
('27.4257 %', 'train_loss:', '0.05272278799209744', ' train_acc:', 0.989375, 'time:', 16.85848879814148)
('27.9971 %', 'train_loss:', '0.05045765378330543', ' train_acc:', 0.988125, 'time:', 16.742366075515747)
('28.5686 %', 'train_loss:', '0.051332843261625384', ' train_acc:', 0.9890625, 'time:', 16.628273010253906)
('29.1400 %', 'train_loss:', '0.045571253385060115', ' train_acc:', 0.98875, 'time:', 16.739124059677124)
('29.7114 %', 'train_loss:', '0.04546145591435561', ' train_acc:', 0.99, 'time:', 16.717834949493408)
('30.2829 %', 'train_loss:', '0.041655488600845274', ' train_acc:', 0.989375, 'time:', 16.61678385734558)
('30.8543 %', 'train_loss:', '0.050406552021740936', ' train_acc:', 0.9884375, 'time:', 16.826508045196533)
('31.4257 %', 'train_loss:', '0.048081296206728436', ' train_acc:', 0.98875, 'time:', 16.76253890991211)
('31.9971 %', 'train_loss:', '0.04045929661897389', ' train_acc:', 0.990625, 'time:', 16.562777042388916)
