2020-01-14 09:34:06,659 - root - INFO - Namespace(accumulate=None, attention_dropout=0.1, batch_size=128, dataset='126gb', dev_batch_size=32, dropout=0.1, early_stop=None, epochs=3, epsilon=1e-06, gpu=8, log_interval=10, lr=3e-05, lr_decay='linear', max_len=128, model_name='xlnet_cased_l12_h768_a12', model_parameters=None, only_inference=False, optimizer='Adam', output_dir='./output_dir', pad=True, seed=5, task_name='QQP', training_steps=14000, warmup_ratio=0.07)
2020-01-14 09:34:35,776 - root - INFO - processing dataset...
2020-01-14 09:34:49,382 - py.warnings - WARNING - /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 21 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/train.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

2020-01-14 09:34:56,734 - py.warnings - WARNING - /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 1 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/dev.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

2020-01-14 09:35:07,893 - root - INFO - Now we are doing XLNet classification training on [gpu(0), gpu(1), gpu(2), gpu(3), gpu(4), gpu(5), gpu(6), gpu(7)]!
2020-01-14 09:35:07,900 - root - INFO - training steps=14000
2020-01-14 09:36:01,069 - root - INFO - Time cost for the first forward-backward =53.16s
2020-01-14 09:41:50,443 - root - INFO - [Epoch 1 Batch 350/2843] loss=0.4242, lr=0.0000107
2020-01-14 09:42:00,614 - root - INFO - [Epoch 1 Batch 360/2843] loss=0.4356, lr=0.0000110
2020-01-14 09:42:10,440 - root - INFO - [Epoch 1 Batch 370/2843] loss=0.4170, lr=0.0000113
2020-01-14 09:42:20,437 - root - INFO - [Epoch 1 Batch 380/2843] loss=0.4404, lr=0.0000116
2020-01-14 09:42:30,505 - root - INFO - [Epoch 1 Batch 390/2843] loss=0.4389, lr=0.0000119
2020-01-14 09:42:40,719 - root - INFO - [Epoch 1 Batch 400/2843] loss=0.4635, lr=0.0000122
2020-01-14 09:42:50,558 - root - INFO - [Epoch 1 Batch 410/2843] loss=0.4205, lr=0.0000125
2020-01-14 09:43:00,387 - root - INFO - [Epoch 1 Batch 420/2843] loss=0.4065, lr=0.0000128
2020-01-14 09:43:10,319 - root - INFO - [Epoch 1 Batch 430/2843] loss=0.4024, lr=0.0000131
2020-01-14 09:43:20,166 - root - INFO - [Epoch 1 Batch 440/2843] loss=0.3760, lr=0.0000134
2020-01-14 09:43:30,104 - root - INFO - [Epoch 1 Batch 450/2843] loss=0.4085, lr=0.0000137
2020-01-14 09:43:40,122 - root - INFO - [Epoch 1 Batch 460/2843] loss=0.3900, lr=0.0000141
2020-01-14 09:43:50,028 - root - INFO - [Epoch 1 Batch 470/2843] loss=0.4122, lr=0.0000144
2020-01-14 09:43:59,887 - root - INFO - [Epoch 1 Batch 480/2843] loss=0.3922, lr=0.0000147
2020-01-14 09:44:09,703 - root - INFO - [Epoch 1 Batch 490/2843] loss=0.4003, lr=0.0000150
2020-01-14 09:44:19,634 - root - INFO - [Epoch 1 Batch 500/2843] loss=0.3717, lr=0.0000153
2020-01-14 09:44:29,624 - root - INFO - [Epoch 1 Batch 510/2843] loss=0.3719, lr=0.0000156
2020-01-14 09:44:39,598 - root - INFO - [Epoch 1 Batch 520/2843] loss=0.4022, lr=0.0000159
2020-01-14 09:44:49,687 - root - INFO - [Epoch 1 Batch 530/2843] loss=0.3652, lr=0.0000162
2020-01-14 09:44:59,800 - root - INFO - [Epoch 1 Batch 540/2843] loss=0.3767, lr=0.0000165
2020-01-14 09:45:09,893 - root - INFO - [Epoch 1 Batch 550/2843] loss=0.3953, lr=0.0000168
2020-01-14 09:45:20,189 - root - INFO - [Epoch 1 Batch 560/2843] loss=0.4010, lr=0.0000171
2020-01-14 09:45:30,269 - root - INFO - [Epoch 1 Batch 570/2843] loss=0.4318, lr=0.0000174
2020-01-14 09:45:40,176 - root - INFO - [Epoch 1 Batch 580/2843] loss=0.3746, lr=0.0000177
2020-01-14 09:45:49,962 - root - INFO - [Epoch 1 Batch 590/2843] loss=0.4002, lr=0.0000180
2020-01-14 09:45:59,881 - root - INFO - [Epoch 1 Batch 600/2843] loss=0.3875, lr=0.0000183
2020-01-14 09:46:09,930 - root - INFO - [Epoch 1 Batch 610/2843] loss=0.3910, lr=0.0000186
2020-01-14 09:46:19,930 - root - INFO - [Epoch 1 Batch 620/2843] loss=0.3954, lr=0.0000189
2020-01-14 09:46:29,817 - root - INFO - [Epoch 1 Batch 630/2843] loss=0.4123, lr=0.0000193
2020-01-14 09:46:39,939 - root - INFO - [Epoch 1 Batch 640/2843] loss=0.4104, lr=0.0000196
2020-01-14 09:46:50,144 - root - INFO - [Epoch 1 Batch 650/2843] loss=0.3758, lr=0.0000199
2020-01-14 09:46:59,894 - root - INFO - [Epoch 1 Batch 660/2843] loss=0.3537, lr=0.0000202
2020-01-14 09:47:09,737 - root - INFO - [Epoch 1 Batch 670/2843] loss=0.3757, lr=0.0000205
2020-01-14 09:47:19,658 - root - INFO - [Epoch 1 Batch 680/2843] loss=0.3933, lr=0.0000208
2020-01-14 09:47:29,631 - root - INFO - [Epoch 1 Batch 690/2843] loss=0.3606, lr=0.0000211
2020-01-14 09:47:39,386 - root - INFO - [Epoch 1 Batch 700/2843] loss=0.3586, lr=0.0000214
2020-01-14 09:47:49,435 - root - INFO - [Epoch 1 Batch 710/2843] loss=0.3882, lr=0.0000217
2020-01-14 09:47:59,533 - root - INFO - [Epoch 1 Batch 720/2843] loss=0.3914, lr=0.0000220
2020-01-14 09:48:09,628 - root - INFO - [Epoch 1 Batch 730/2843] loss=0.3661, lr=0.0000223
2020-01-14 09:48:19,511 - root - INFO - [Epoch 1 Batch 740/2843] loss=0.3751, lr=0.0000226
2020-01-14 09:48:29,531 - root - INFO - [Epoch 1 Batch 750/2843] loss=0.3525, lr=0.0000229
2020-01-14 09:48:39,755 - root - INFO - [Epoch 1 Batch 760/2843] loss=0.3770, lr=0.0000232
2020-01-14 09:48:49,811 - root - INFO - [Epoch 1 Batch 770/2843] loss=0.3374, lr=0.0000235
2020-01-14 09:48:59,837 - root - INFO - [Epoch 1 Batch 780/2843] loss=0.3556, lr=0.0000238
2020-01-14 09:49:10,004 - root - INFO - [Epoch 1 Batch 790/2843] loss=0.3558, lr=0.0000242
2020-01-14 09:49:19,840 - root - INFO - [Epoch 1 Batch 800/2843] loss=0.3762, lr=0.0000245
2020-01-14 09:49:29,633 - root - INFO - [Epoch 1 Batch 810/2843] loss=0.3814, lr=0.0000248
2020-01-14 09:49:39,508 - root - INFO - [Epoch 1 Batch 820/2843] loss=0.3698, lr=0.0000251
2020-01-14 09:49:49,459 - root - INFO - [Epoch 1 Batch 830/2843] loss=0.3535, lr=0.0000254
2020-01-14 09:49:59,437 - root - INFO - [Epoch 1 Batch 840/2843] loss=0.3648, lr=0.0000257
2020-01-14 09:50:09,401 - root - INFO - [Epoch 1 Batch 850/2843] loss=0.3463, lr=0.0000260
2020-01-14 09:50:19,610 - root - INFO - [Epoch 1 Batch 860/2843] loss=0.3752, lr=0.0000263
2020-01-14 09:50:29,829 - root - INFO - [Epoch 1 Batch 870/2843] loss=0.3834, lr=0.0000266
2020-01-14 09:50:39,570 - root - INFO - [Epoch 1 Batch 880/2843] loss=0.3751, lr=0.0000269
2020-01-14 09:50:49,407 - root - INFO - [Epoch 1 Batch 890/2843] loss=0.3519, lr=0.0000272
2020-01-14 09:50:59,330 - root - INFO - [Epoch 1 Batch 900/2843] loss=0.3488, lr=0.0000275
2020-01-14 09:51:09,190 - root - INFO - [Epoch 1 Batch 910/2843] loss=0.3358, lr=0.0000278
2020-01-14 09:51:19,155 - root - INFO - [Epoch 1 Batch 920/2843] loss=0.3577, lr=0.0000281
2020-01-14 09:51:29,086 - root - INFO - [Epoch 1 Batch 930/2843] loss=0.3625, lr=0.0000284
2020-01-14 09:51:39,016 - root - INFO - [Epoch 1 Batch 940/2843] loss=0.3234, lr=0.0000287
2020-01-14 09:51:49,075 - root - INFO - [Epoch 1 Batch 950/2843] loss=0.3157, lr=0.0000291
2020-01-14 09:51:58,995 - root - INFO - [Epoch 1 Batch 960/2843] loss=0.3370, lr=0.0000294
2020-01-14 09:52:08,808 - root - INFO - [Epoch 1 Batch 970/2843] loss=0.3472, lr=0.0000297
2020-01-14 09:52:18,664 - root - INFO - [Epoch 1 Batch 980/2843] loss=0.3350, lr=0.0000300
2020-01-14 09:52:28,630 - root - INFO - [Epoch 1 Batch 990/2843] loss=0.3815, lr=0.0000300
2020-01-14 09:52:38,480 - root - INFO - [Epoch 1 Batch 1000/2843] loss=0.3285, lr=0.0000300
2020-01-14 09:52:48,664 - root - INFO - [Epoch 1 Batch 1010/2843] loss=0.3532, lr=0.0000299
2020-01-14 09:52:58,676 - root - INFO - [Epoch 1 Batch 1020/2843] loss=0.3561, lr=0.0000299
2020-01-14 09:53:08,958 - root - INFO - [Epoch 1 Batch 1030/2843] loss=0.3187, lr=0.0000299
2020-01-14 09:53:19,209 - root - INFO - [Epoch 1 Batch 1040/2843] loss=0.3347, lr=0.0000299
2020-01-14 09:53:29,236 - root - INFO - [Epoch 1 Batch 1050/2843] loss=0.3473, lr=0.0000298
2020-01-14 09:53:39,238 - root - INFO - [Epoch 1 Batch 1060/2843] loss=0.3360, lr=0.0000298
2020-01-14 09:53:49,352 - root - INFO - [Epoch 1 Batch 1070/2843] loss=0.3100, lr=0.0000298
2020-01-14 09:53:59,302 - root - INFO - [Epoch 1 Batch 1080/2843] loss=0.3261, lr=0.0000298
2020-01-14 09:54:09,650 - root - INFO - [Epoch 1 Batch 1090/2843] loss=0.3261, lr=0.0000297
2020-01-14 09:54:19,615 - root - INFO - [Epoch 1 Batch 1100/2843] loss=0.3466, lr=0.0000297
2020-01-14 09:54:29,473 - root - INFO - [Epoch 1 Batch 1110/2843] loss=0.3642, lr=0.0000297
2020-01-14 09:54:39,301 - root - INFO - [Epoch 1 Batch 1120/2843] loss=0.3507, lr=0.0000297
2020-01-14 09:54:49,239 - root - INFO - [Epoch 1 Batch 1130/2843] loss=0.3522, lr=0.0000297
2020-01-14 09:54:59,245 - root - INFO - [Epoch 1 Batch 1140/2843] loss=0.3213, lr=0.0000296
2020-01-14 09:55:09,171 - root - INFO - [Epoch 1 Batch 1150/2843] loss=0.3452, lr=0.0000296
2020-01-14 09:55:19,121 - root - INFO - [Epoch 1 Batch 1160/2843] loss=0.3206, lr=0.0000296
2020-01-14 09:55:29,066 - root - INFO - [Epoch 1 Batch 1170/2843] loss=0.3491, lr=0.0000296
2020-01-14 09:55:38,775 - root - INFO - [Epoch 1 Batch 1180/2843] loss=0.3342, lr=0.0000295
2020-01-14 09:55:48,771 - root - INFO - [Epoch 1 Batch 1190/2843] loss=0.3303, lr=0.0000295
2020-01-14 09:55:58,691 - root - INFO - [Epoch 1 Batch 1200/2843] loss=0.3290, lr=0.0000295
2020-01-14 09:56:08,506 - root - INFO - [Epoch 1 Batch 1210/2843] loss=0.3193, lr=0.0000295
2020-01-14 09:56:18,293 - root - INFO - [Epoch 1 Batch 1220/2843] loss=0.3408, lr=0.0000294
2020-01-14 09:56:28,254 - root - INFO - [Epoch 1 Batch 1230/2843] loss=0.3397, lr=0.0000294
2020-01-14 09:56:37,995 - root - INFO - [Epoch 1 Batch 1240/2843] loss=0.3091, lr=0.0000294
2020-01-14 09:56:48,110 - root - INFO - [Epoch 1 Batch 1250/2843] loss=0.3237, lr=0.0000294
2020-01-14 09:56:58,270 - root - INFO - [Epoch 1 Batch 1260/2843] loss=0.3485, lr=0.0000294
2020-01-14 09:57:08,180 - root - INFO - [Epoch 1 Batch 1270/2843] loss=0.3247, lr=0.0000293
2020-01-14 09:57:18,048 - root - INFO - [Epoch 1 Batch 1280/2843] loss=0.3109, lr=0.0000293
2020-01-14 09:57:27,993 - root - INFO - [Epoch 1 Batch 1290/2843] loss=0.3155, lr=0.0000293
2020-01-14 09:57:38,084 - root - INFO - [Epoch 1 Batch 1300/2843] loss=0.3368, lr=0.0000293
2020-01-14 09:57:47,888 - root - INFO - [Epoch 1 Batch 1310/2843] loss=0.3564, lr=0.0000292
2020-01-14 09:57:57,919 - root - INFO - [Epoch 1 Batch 1320/2843] loss=0.3113, lr=0.0000292
2020-01-14 09:58:07,870 - root - INFO - [Epoch 1 Batch 1330/2843] loss=0.3277, lr=0.0000292
2020-01-14 09:58:17,906 - root - INFO - [Epoch 1 Batch 1340/2843] loss=0.3132, lr=0.0000292
2020-01-14 09:58:27,874 - root - INFO - [Epoch 1 Batch 1350/2843] loss=0.3230, lr=0.0000291
2020-01-14 09:58:37,670 - root - INFO - [Epoch 1 Batch 1360/2843] loss=0.3025, lr=0.0000291
2020-01-14 09:58:47,494 - root - INFO - [Epoch 1 Batch 1370/2843] loss=0.3067, lr=0.0000291
2020-01-14 09:58:57,565 - root - INFO - [Epoch 1 Batch 1380/2843] loss=0.3337, lr=0.0000291
2020-01-14 09:59:07,444 - root - INFO - [Epoch 1 Batch 1390/2843] loss=0.3139, lr=0.0000291
2020-01-14 09:59:17,296 - root - INFO - [Epoch 1 Batch 1400/2843] loss=0.3157, lr=0.0000290
2020-01-14 09:59:27,181 - root - INFO - [Epoch 1 Batch 1410/2843] loss=0.3249, lr=0.0000290
2020-01-14 09:59:36,943 - root - INFO - [Epoch 1 Batch 1420/2843] loss=0.3033, lr=0.0000290
2020-01-14 09:59:46,749 - root - INFO - [Epoch 1 Batch 1430/2843] loss=0.2877, lr=0.0000290
2020-01-14 09:59:56,573 - root - INFO - [Epoch 1 Batch 1440/2843] loss=0.3442, lr=0.0000289
2020-01-14 10:00:06,599 - root - INFO - [Epoch 1 Batch 1450/2843] loss=0.3121, lr=0.0000289
2020-01-14 10:00:16,521 - root - INFO - [Epoch 1 Batch 1460/2843] loss=0.3072, lr=0.0000289
2020-01-14 10:00:26,276 - root - INFO - [Epoch 1 Batch 1470/2843] loss=0.3142, lr=0.0000289
2020-01-14 10:00:36,158 - root - INFO - [Epoch 1 Batch 1480/2843] loss=0.2759, lr=0.0000289
2020-01-14 10:00:45,968 - root - INFO - [Epoch 1 Batch 1490/2843] loss=0.3613, lr=0.0000288
2020-01-14 10:00:56,005 - root - INFO - [Epoch 1 Batch 1500/2843] loss=0.3076, lr=0.0000288
2020-01-14 10:01:06,158 - root - INFO - [Epoch 1 Batch 1510/2843] loss=0.3094, lr=0.0000288
2020-01-14 10:01:16,076 - root - INFO - [Epoch 1 Batch 1520/2843] loss=0.2991, lr=0.0000288
2020-01-14 10:01:25,937 - root - INFO - [Epoch 1 Batch 1530/2843] loss=0.2883, lr=0.0000287
2020-01-14 10:01:35,840 - root - INFO - [Epoch 1 Batch 1540/2843] loss=0.3129, lr=0.0000287
2020-01-14 10:01:45,905 - root - INFO - [Epoch 1 Batch 1550/2843] loss=0.2955, lr=0.0000287
2020-01-14 10:01:55,767 - root - INFO - [Epoch 1 Batch 1560/2843] loss=0.2887, lr=0.0000287
2020-01-14 10:02:05,782 - root - INFO - [Epoch 1 Batch 1570/2843] loss=0.2885, lr=0.0000286
2020-01-14 10:02:15,612 - root - INFO - [Epoch 1 Batch 1580/2843] loss=0.3042, lr=0.0000286
2020-01-14 10:02:25,442 - root - INFO - [Epoch 1 Batch 1590/2843] loss=0.3284, lr=0.0000286
2020-01-14 10:02:35,501 - root - INFO - [Epoch 1 Batch 1600/2843] loss=0.2895, lr=0.0000286
2020-01-14 10:02:45,309 - root - INFO - [Epoch 1 Batch 1610/2843] loss=0.3009, lr=0.0000286
2020-01-14 10:02:55,284 - root - INFO - [Epoch 1 Batch 1620/2843] loss=0.3219, lr=0.0000285
2020-01-14 10:03:05,309 - root - INFO - [Epoch 1 Batch 1630/2843] loss=0.3137, lr=0.0000285
2020-01-14 10:03:15,122 - root - INFO - [Epoch 1 Batch 1640/2843] loss=0.3011, lr=0.0000285
2020-01-14 10:03:25,247 - root - INFO - [Epoch 1 Batch 1650/2843] loss=0.3191, lr=0.0000285
2020-01-14 10:03:35,131 - root - INFO - [Epoch 1 Batch 1660/2843] loss=0.2558, lr=0.0000284
2020-01-14 10:03:45,048 - root - INFO - [Epoch 1 Batch 1670/2843] loss=0.2848, lr=0.0000284
2020-01-14 10:03:54,889 - root - INFO - [Epoch 1 Batch 1680/2843] loss=0.2745, lr=0.0000284
2020-01-14 10:04:04,842 - root - INFO - [Epoch 1 Batch 1690/2843] loss=0.3048, lr=0.0000284
2020-01-14 10:04:14,859 - root - INFO - [Epoch 1 Batch 1700/2843] loss=0.3170, lr=0.0000283
2020-01-14 10:04:24,880 - root - INFO - [Epoch 1 Batch 1710/2843] loss=0.2940, lr=0.0000283
2020-01-14 10:04:34,930 - root - INFO - [Epoch 1 Batch 1720/2843] loss=0.2864, lr=0.0000283
2020-01-14 10:04:44,983 - root - INFO - [Epoch 1 Batch 1730/2843] loss=0.2876, lr=0.0000283
2020-01-14 10:04:55,159 - root - INFO - [Epoch 1 Batch 1740/2843] loss=0.2994, lr=0.0000283
2020-01-14 10:05:05,315 - root - INFO - [Epoch 1 Batch 1750/2843] loss=0.3359, lr=0.0000282
2020-01-14 10:05:15,345 - root - INFO - [Epoch 1 Batch 1760/2843] loss=0.2652, lr=0.0000282
2020-01-14 10:05:25,262 - root - INFO - [Epoch 1 Batch 1770/2843] loss=0.3078, lr=0.0000282
2020-01-14 10:05:35,194 - root - INFO - [Epoch 1 Batch 1780/2843] loss=0.3213, lr=0.0000282
2020-01-14 10:05:45,091 - root - INFO - [Epoch 1 Batch 1790/2843] loss=0.2984, lr=0.0000281
2020-01-14 10:05:55,060 - root - INFO - [Epoch 1 Batch 1800/2843] loss=0.3072, lr=0.0000281
2020-01-14 10:06:05,116 - root - INFO - [Epoch 1 Batch 1810/2843] loss=0.2715, lr=0.0000281
2020-01-14 10:06:15,006 - root - INFO - [Epoch 1 Batch 1820/2843] loss=0.2962, lr=0.0000281
2020-01-14 10:06:24,863 - root - INFO - [Epoch 1 Batch 1830/2843] loss=0.2888, lr=0.0000280
2020-01-14 10:06:34,960 - root - INFO - [Epoch 1 Batch 1840/2843] loss=0.2642, lr=0.0000280
2020-01-14 10:06:45,116 - root - INFO - [Epoch 1 Batch 1850/2843] loss=0.2744, lr=0.0000280
2020-01-14 10:06:55,069 - root - INFO - [Epoch 1 Batch 1860/2843] loss=0.2901, lr=0.0000280
2020-01-14 10:07:04,955 - root - INFO - [Epoch 1 Batch 1870/2843] loss=0.2791, lr=0.0000280
2020-01-14 10:07:14,935 - root - INFO - [Epoch 1 Batch 1880/2843] loss=0.3127, lr=0.0000279
2020-01-14 10:07:24,933 - root - INFO - [Epoch 1 Batch 1890/2843] loss=0.3089, lr=0.0000279
2020-01-14 10:07:34,895 - root - INFO - [Epoch 1 Batch 1900/2843] loss=0.3047, lr=0.0000279
2020-01-14 10:07:44,646 - root - INFO - [Epoch 1 Batch 1910/2843] loss=0.2849, lr=0.0000279
2020-01-14 10:07:54,555 - root - INFO - [Epoch 1 Batch 1920/2843] loss=0.2862, lr=0.0000278
2020-01-14 10:08:04,337 - root - INFO - [Epoch 1 Batch 1930/2843] loss=0.3189, lr=0.0000278
2020-01-14 10:08:14,283 - root - INFO - [Epoch 1 Batch 1940/2843] loss=0.2795, lr=0.0000278
2020-01-14 10:08:24,112 - root - INFO - [Epoch 1 Batch 1950/2843] loss=0.2880, lr=0.0000278
2020-01-14 10:08:34,241 - root - INFO - [Epoch 1 Batch 1960/2843] loss=0.3038, lr=0.0000277
2020-01-14 10:08:44,224 - root - INFO - [Epoch 1 Batch 1970/2843] loss=0.3057, lr=0.0000277
2020-01-14 10:08:54,132 - root - INFO - [Epoch 1 Batch 1980/2843] loss=0.3173, lr=0.0000277
2020-01-14 10:09:04,237 - root - INFO - [Epoch 1 Batch 1990/2843] loss=0.2946, lr=0.0000277
2020-01-14 10:09:14,152 - root - INFO - [Epoch 1 Batch 2000/2843] loss=0.2655, lr=0.0000277
2020-01-14 10:09:23,954 - root - INFO - [Epoch 1 Batch 2010/2843] loss=0.2718, lr=0.0000276
2020-01-14 10:09:34,010 - root - INFO - [Epoch 1 Batch 2020/2843] loss=0.2824, lr=0.0000276
2020-01-14 10:09:44,143 - root - INFO - [Epoch 1 Batch 2030/2843] loss=0.2988, lr=0.0000276
2020-01-14 10:09:54,098 - root - INFO - [Epoch 1 Batch 2040/2843] loss=0.3010, lr=0.0000276
2020-01-14 10:10:03,946 - root - INFO - [Epoch 1 Batch 2050/2843] loss=0.2985, lr=0.0000275
2020-01-14 10:10:13,864 - root - INFO - [Epoch 1 Batch 2060/2843] loss=0.2968, lr=0.0000275
2020-01-14 10:10:24,036 - root - INFO - [Epoch 1 Batch 2070/2843] loss=0.2734, lr=0.0000275
2020-01-14 10:10:33,938 - root - INFO - [Epoch 1 Batch 2080/2843] loss=0.2573, lr=0.0000275
2020-01-14 10:10:43,965 - root - INFO - [Epoch 1 Batch 2090/2843] loss=0.2883, lr=0.0000274
2020-01-14 10:10:53,799 - root - INFO - [Epoch 1 Batch 2100/2843] loss=0.3037, lr=0.0000274
2020-01-14 10:11:03,829 - root - INFO - [Epoch 1 Batch 2110/2843] loss=0.2829, lr=0.0000274
2020-01-14 10:11:13,834 - root - INFO - [Epoch 1 Batch 2120/2843] loss=0.3021, lr=0.0000274
2020-01-14 10:11:23,846 - root - INFO - [Epoch 1 Batch 2130/2843] loss=0.2835, lr=0.0000274
2020-01-14 10:11:33,888 - root - INFO - [Epoch 1 Batch 2140/2843] loss=0.2876, lr=0.0000273
2020-01-14 10:11:43,693 - root - INFO - [Epoch 1 Batch 2150/2843] loss=0.2737, lr=0.0000273
2020-01-14 10:11:53,580 - root - INFO - [Epoch 1 Batch 2160/2843] loss=0.2936, lr=0.0000273
2020-01-14 10:12:03,366 - root - INFO - [Epoch 1 Batch 2170/2843] loss=0.2802, lr=0.0000273
2020-01-14 10:12:13,469 - root - INFO - [Epoch 1 Batch 2180/2843] loss=0.2900, lr=0.0000272
2020-01-14 10:12:23,571 - root - INFO - [Epoch 1 Batch 2190/2843] loss=0.2798, lr=0.0000272
2020-01-14 10:12:33,389 - root - INFO - [Epoch 1 Batch 2200/2843] loss=0.2654, lr=0.0000272
2020-01-14 10:12:43,372 - root - INFO - [Epoch 1 Batch 2210/2843] loss=0.2887, lr=0.0000272
2020-01-14 10:12:53,275 - root - INFO - [Epoch 1 Batch 2220/2843] loss=0.2981, lr=0.0000271
